vehicle_id,now_avg_kmpl,now_avg_kmpl_inv,now_total_fuel_cost_inr,now_avg_co2_kg,future_avg_kmpl,future_avg_kmpl_inv,future_total_fuel_cost_inr,future_avg_co2_kg
VEH-00322,15.41,0.0649,470941.24,3.51,14.09,0.071,520475.81,3.83
VEH-00323,17.38,0.0575,241610.06,2.37,16.45,0.0608,300081.54,2.81
VEH-00324,17.33,0.0577,333562.65,3.1,15.92,0.0628,380906.51,3.43
VEH-00325,13.62,0.0734,507980.5,3.29,12.35,0.081,595256.0,3.54
VEH-00326,17.52,0.0571,305347.51,2.98,15.96,0.0627,334494.91,3.56
VEH-00327,14.06,0.0711,656141.14,3.99,12.54,0.0797,715338.95,4.42
VEH-00328,16.21,0.0617,278012.62,2.84,14.36,0.0696,338570.56,3.16
VEH-00329,15.56,0.0643,440167.03,3.56,14.88,0.0672,522461.54,3.95
VEH-00330,18.0,0.0556,193376.96,2.6,17.06,0.0586,225893.06,2.97
VEH-00331,15.24,0.0656,299226.91,2.9,13.95,0.0717,329079.0,3.47
VEH-00332,13.68,0.0731,684552.35,3.96,12.88,0.0776,831166.07,4.23
VEH-00333,18.06,0.0554,223686.99,2.45,17.51,0.0571,257530.05,2.82
VEH-00334,13.81,0.0724,502566.34,3.11,12.73,0.0786,560492.32,3.27
VEH-00335,13.03,0.0767,569979.19,3.17,11.78,0.0849,686546.16,3.7
VEH-00336,17.28,0.0579,144500.2,2.34,15.67,0.0638,171039.11,2.56
VEH-00337,17.99,0.0556,217312.37,2.94,16.87,0.0593,243016.55,3.51
VEH-00338,16.7,0.0599,277031.69,2.58,14.73,0.0679,324416.8,2.87
VEH-00339,14.58,0.0686,449331.26,3.13,14.05,0.0712,553011.15,3.55
VEH-00340,17.46,0.0573,172882.68,2.38,15.64,0.0639,202948.82,2.74
VEH-00341,17.07,0.0586,306627.76,2.84,16.44,0.0608,343738.61,3.06
VEH-00342,14.6,0.0685,418612.2,3.12,13.1,0.0763,485529.41,3.52
VEH-00343,17.27,0.0579,406892.42,3.19,16.36,0.0611,460891.13,3.51
VEH-00344,17.05,0.0587,335659.45,2.98,16.45,0.0608,371250.5,3.38
VEH-00345,16.94,0.059,322369.34,3.05,15.91,0.0629,349890.92,3.25
VEH-00346,18.37,0.0544,231706.79,3.12,17.74,0.0564,286684.92,3.47
VEH-00347,14.72,0.0679,403776.39,3.13,12.86,0.0778,491486.24,3.35
VEH-00348,16.47,0.0607,346929.48,2.81,15.48,0.0646,427001.21,3.12
VEH-00349,17.5,0.0571,149836.56,2.07,15.57,0.0642,177752.03,2.48
VEH-00350,18.76,0.0533,166560.72,2.1,16.8,0.0595,200929.51,2.3
VEH-00351,13.0,0.0769,588517.99,3.6,11.07,0.0903,701420.35,3.9
VEH-00352,18.1,0.0552,61733.17,2.18,16.74,0.0597,70408.52,2.55
VEH-00353,18.48,0.0541,109388.9,1.9,17.23,0.058,134570.62,2.1
VEH-00354,12.86,0.0778,654361.68,3.44,11.11,0.09,742055.37,3.98
VEH-00355,17.77,0.0563,219616.94,2.61,16.46,0.0608,274426.76,3.1
VEH-00356,14.01,0.0714,462715.62,2.91,12.2,0.082,574920.22,3.41
VEH-00357,16.87,0.0593,241691.67,2.28,16.35,0.0612,267762.47,2.64
VEH-00358,16.35,0.0612,288189.7,2.82,14.59,0.0685,338461.63,3.33
VEH-00359,18.24,0.0548,154731.75,2.02,16.73,0.0598,171857.43,2.39
VEH-00360,18.64,0.0536,149156.37,2.73,16.8,0.0595,162202.6,2.91
VEH-00361,14.09,0.071,667566.5,4.01,13.5,0.0741,762034.12,4.46
VEH-00362,18.74,0.0534,92966.53,2.02,17.91,0.0558,112147.04,2.42
VEH-00363,15.58,0.0642,355980.55,2.89,14.14,0.0707,393846.61,3.26
VEH-00364,15.47,0.0646,358642.01,2.78,14.76,0.0678,412839.57,3.06
VEH-00365,13.24,0.0755,552979.05,3.1,12.52,0.0799,645874.54,3.54
VEH-00366,18.65,0.0536,194895.04,2.73,17.87,0.056,229689.5,3.18
VEH-00367,14.18,0.0705,428831.78,3.25,13.37,0.0748,534841.66,3.68
VEH-00368,15.04,0.0665,488065.28,3.27,14.2,0.0704,575488.49,3.6
VEH-00369,13.54,0.0739,520978.38,3.46,12.22,0.0818,570413.95,3.96
VEH-00370,16.77,0.0596,261257.82,3.06,14.82,0.0675,299526.71,3.33
VEH-00371,14.99,0.0667,477085.46,3.33,14.23,0.0703,547609.17,3.68
VEH-00372,17.72,0.0564,177415.11,2.45,16.69,0.0599,209013.87,2.83
VEH-00373,17.73,0.0564,84129.63,2.21,16.58,0.0603,98687.91,2.63
VEH-00374,12.93,0.0773,393699.24,2.92,11.03,0.0907,453929.19,3.33
VEH-00375,18.35,0.0545,113478.99,2.15,16.38,0.0611,134312.95,2.44
VEH-00376,14.6,0.0685,439916.4,3.24,14.03,0.0713,492624.08,3.72
VEH-00377,17.26,0.0579,269978.9,2.73,16.02,0.0624,330563.41,3.17
VEH-00378,12.72,0.0786,794118.19,4.08,11.69,0.0855,941568.01,4.68
VEH-00379,13.09,0.0764,711655.18,3.85,12.23,0.0818,828450.98,4.32
VEH-00380,15.25,0.0656,339364.74,3.01,13.7,0.073,397220.07,3.4
VEH-00381,18.35,0.0545,117635.25,2.18,17.39,0.0575,138578.25,2.46
VEH-00382,18.11,0.0552,158728.25,2.24,16.19,0.0618,184307.37,2.55
VEH-00383,15.88,0.063,317009.4,2.88,14.38,0.0695,391271.28,3.4
VEH-00384,17.84,0.0561,222432.87,2.41,16.7,0.0599,258862.09,2.71
VEH-00385,17.99,0.0556,131804.58,2.28,17.37,0.0576,160342.66,2.55
VEH-00386,17.92,0.0558,169714.77,2.25,16.66,0.06,187215.82,2.69
VEH-00387,17.9,0.0559,146450.18,2.21,16.6,0.0602,159137.14,2.39
VEH-00388,16.22,0.0617,265618.48,2.78,14.55,0.0687,299096.63,3.3
VEH-00389,17.48,0.0572,271081.58,2.68,16.06,0.0623,306791.54,2.86
VEH-00390,16.83,0.0594,378420.26,3.45,15.27,0.0655,468832.96,3.73
VEH-00391,15.13,0.0661,422610.0,3.06,13.45,0.0743,515004.88,3.36
VEH-00392,15.79,0.0633,453092.95,3.3,15.08,0.0663,499664.73,3.48
VEH-00393,18.72,0.0534,172459.89,2.31,17.35,0.0576,211973.46,2.43
VEH-00394,15.01,0.0666,404801.15,3.08,14.34,0.0697,455215.18,3.44
VEH-00395,14.42,0.0693,383075.4,3.13,13.18,0.0759,444846.66,3.38
VEH-00396,12.42,0.0805,608716.12,3.25,11.22,0.0891,662345.23,3.71
VEH-00397,15.3,0.0654,488892.44,3.16,13.48,0.0742,551750.47,3.49
VEH-00398,18.18,0.055,335858.61,2.94,17.22,0.0581,364961.57,3.22
VEH-00399,17.08,0.0585,285916.54,3.05,15.37,0.0651,345540.82,3.28
VEH-00400,15.87,0.063,418235.99,3.26,14.36,0.0696,482695.92,3.62
VEH-00401,16.71,0.0598,220545.33,2.66,15.84,0.0631,260953.79,3.17
VEH-00402,14.25,0.0702,587284.42,3.35,12.8,0.0781,719696.63,3.81
VEH-00403,17.64,0.0567,128973.59,1.96,16.53,0.0605,145993.2,2.15
VEH-00404,18.47,0.0541,142668.38,2.24,17.43,0.0574,172643.78,2.48
VEH-00405,16.7,0.0599,347190.82,2.99,14.86,0.0673,423064.16,3.56
VEH-00406,14.31,0.0699,434865.7,3.51,13.51,0.074,478056.86,3.72
VEH-00407,16.26,0.0615,271674.58,2.76,15.32,0.0653,310195.33,3.08
VEH-00408,16.69,0.0599,198670.25,2.29,14.92,0.067,222557.38,2.74
VEH-00409,13.74,0.0728,388630.53,2.95,12.69,0.0788,445967.28,3.24
VEH-00410,14.14,0.0707,583813.74,3.76,12.29,0.0814,728181.82,4.04
VEH-00411,11.29,0.0886,1069391.87,4.52,9.63,0.1038,1257409.34,5.33
VEH-00412,14.1,0.0709,816597.33,4.55,13.54,0.0739,989170.42,5.01
VEH-00413,14.09,0.071,525474.0,3.47,13.25,0.0755,623364.46,4.0
VEH-00414,16.09,0.0622,298292.01,2.78,15.01,0.0666,363328.65,2.98
VEH-00415,15.46,0.0647,235418.3,2.57,14.2,0.0704,262518.44,2.71
VEH-00416,17.32,0.0577,216090.98,2.69,16.43,0.0609,234144.33,3.21
VEH-00417,15.08,0.0663,429863.03,3.04,13.55,0.0738,492384.62,3.27
VEH-00418,13.65,0.0733,600948.02,3.86,12.15,0.0823,678783.43,4.5
VEH-00419,13.86,0.0722,726169.04,3.99,12.62,0.0792,871969.97,4.65
VEH-00420,16.51,0.0606,268164.84,2.46,15.7,0.0637,306795.39,2.65
VEH-00421,16.42,0.0609,396801.73,3.21,15.01,0.0666,471461.21,3.68
VEH-00422,11.94,0.0838,865230.33,4.02,9.97,0.1003,1054092.16,4.61
VEH-00423,16.15,0.0619,352567.95,3.34,15.35,0.0651,437864.34,3.55
VEH-00424,18.15,0.0551,190963.37,2.39,16.33,0.0612,207727.62,2.57
VEH-00425,15.59,0.0641,436039.53,3.59,14.01,0.0714,520687.99,3.97
VEH-00426,17.87,0.056,80065.0,2.26,17.11,0.0584,94008.19,2.4
VEH-00427,17.44,0.0573,252309.59,2.68,16.34,0.0612,315164.09,3.15
VEH-00428,16.95,0.059,365939.78,2.86,15.6,0.0641,415479.68,3.31
VEH-00429,18.0,0.0556,116531.26,2.24,16.36,0.0611,139459.77,2.36
VEH-00430,15.45,0.0647,491450.45,3.47,14.15,0.0707,538883.23,3.99
VEH-00431,13.26,0.0754,730136.09,3.94,12.66,0.079,883326.23,4.49
VEH-00432,15.06,0.0664,352385.03,2.82,14.5,0.069,422846.79,3.27
VEH-00433,18.5,0.0541,99395.5,2.37,17.77,0.0563,112101.48,2.81
VEH-00434,15.03,0.0665,386383.14,2.94,14.26,0.0701,451000.17,3.27
VEH-00435,15.3,0.0654,475062.4,3.12,14.58,0.0686,559147.58,3.54
VEH-00436,16.25,0.0615,539467.11,3.78,15.54,0.0644,656826.17,4.16
VEH-00437,14.26,0.0701,459193.46,3.58,13.52,0.074,532882.25,4.24
VEH-00438,12.67,0.0789,711176.85,3.54,11.41,0.0876,810198.17,4.21
VEH-00439,19.06,0.0525,150951.04,2.43,18.42,0.0543,180410.9,2.77
VEH-00440,17.02,0.0588,221039.74,2.23,15.67,0.0638,256656.59,2.64
VEH-00441,17.59,0.0569,103587.83,2.29,16.95,0.059,128935.05,2.46
VEH-00442,18.89,0.0529,72180.43,2.06,17.08,0.0585,88652.79,2.28
VEH-00443,15.38,0.065,484491.15,3.52,14.12,0.0708,556210.25,4.07
VEH-00444,17.41,0.0574,211112.06,2.24,16.2,0.0617,254121.1,2.6
VEH-00445,16.22,0.0617,354582.39,3.11,14.35,0.0697,408612.83,3.52
VEH-00446,17.86,0.056,182048.5,2.55,16.23,0.0616,197033.79,2.83
VEH-00447,18.3,0.0546,90510.01,2.01,17.1,0.0585,104650.08,2.29
VEH-00448,15.06,0.0664,523499.93,3.21,13.09,0.0764,645842.94,3.47
VEH-00449,13.12,0.0762,547738.87,3.49,11.81,0.0847,668961.8,4.04
VEH-00450,12.05,0.083,761922.55,3.89,11.22,0.0891,836957.24,4.59
VEH-00451,18.19,0.055,170249.01,2.64,16.48,0.0607,194692.83,2.85
VEH-00452,15.38,0.065,374551.09,2.89,14.27,0.0701,439271.1,3.07
VEH-00453,17.54,0.057,135702.92,2.36,16.46,0.0608,162294.65,2.64
VEH-00454,17.48,0.0572,221295.95,2.56,16.67,0.06,255638.89,2.81
VEH-00455,17.88,0.0559,129917.43,2.32,17.03,0.0587,161093.36,2.58
VEH-00456,17.13,0.0584,175020.36,2.21,15.18,0.0659,214923.42,2.59
VEH-00457,13.34,0.075,431976.21,2.8,12.42,0.0805,500255.76,3.35
VEH-00458,16.81,0.0595,259820.72,2.5,16.05,0.0623,318718.58,2.65
VEH-00459,14.48,0.0691,503135.19,3.3,13.57,0.0737,554758.28,3.47
VEH-00460,16.59,0.0603,237417.75,2.27,15.65,0.0639,276986.64,2.59
VEH-00461,15.27,0.0655,507779.3,3.11,13.35,0.0749,598883.87,3.59
VEH-00462,15.25,0.0656,558278.17,3.33,13.89,0.072,648567.61,3.65
VEH-00463,13.76,0.0727,589609.0,3.51,12.66,0.079,658750.12,4.0
VEH-00464,18.18,0.055,216844.27,2.61,17.18,0.0582,237797.26,2.77
VEH-00465,12.24,0.0817,743528.49,3.86,11.23,0.089,890303.6,4.48
VEH-00466,17.31,0.0578,275590.42,2.92,16.17,0.0618,314900.47,3.42
VEH-00467,19.51,0.0513,279467.94,3.17,17.86,0.056,332283.68,3.4
VEH-00468,14.84,0.0674,389804.8,3.17,13.06,0.0766,432797.77,3.56
VEH-00469,17.97,0.0556,189426.93,2.35,16.72,0.0598,233843.0,2.53
VEH-00470,18.36,0.0545,130564.58,2.61,16.41,0.0609,159577.32,2.93
VEH-00471,16.19,0.0618,480582.01,3.66,15.48,0.0646,596734.47,4.17
VEH-00472,16.38,0.0611,375686.89,3.39,14.4,0.0694,465223.81,3.65
VEH-00473,18.07,0.0553,288311.56,3.13,16.17,0.0618,333207.43,3.52
VEH-00474,15.97,0.0626,353519.9,2.89,15.11,0.0662,434027.89,3.3
VEH-00475,13.37,0.0748,502849.8,3.39,12.06,0.0829,546359.04,3.79
VEH-00476,15.51,0.0645,389408.37,3.25,13.94,0.0717,480261.32,3.7
VEH-00477,14.68,0.0681,530149.54,3.84,13.49,0.0741,630758.87,4.42
VEH-00478,13.84,0.0723,536495.96,3.11,12.75,0.0784,638735.89,3.42
VEH-00479,17.04,0.0587,88741.55,2.26,15.88,0.063,107532.96,2.59
VEH-00480,15.62,0.064,89293.8,1.78,14.27,0.0701,106530.47,2.13
VEH-00481,17.56,0.0569,183308.47,2.21,15.85,0.0631,226205.78,2.42
VEH-00482,16.14,0.062,211729.15,2.1,14.81,0.0675,238723.22,2.27
VEH-00483,16.69,0.0599,369600.73,2.98,15.43,0.0648,433144.62,3.25
VEH-00484,16.64,0.0601,259669.76,2.51,15.58,0.0642,295687.49,2.85
VEH-00485,13.96,0.0716,596780.5,3.88,12.29,0.0814,728683.89,4.38
VEH-00486,11.29,0.0886,776381.07,3.57,10.41,0.0961,919812.73,4.02
VEH-00487,13.64,0.0733,608192.54,4.04,12.12,0.0825,734548.84,4.44
VEH-00488,16.62,0.0602,239108.91,2.72,14.71,0.068,278154.41,2.86
VEH-00489,15.49,0.0646,291298.66,2.88,13.65,0.0733,328532.47,3.22
VEH-00490,11.57,0.0864,721797.2,3.63,9.86,0.1014,894662.2,3.94
VEH-00491,15.83,0.0632,429053.24,3.39,15.21,0.0657,535483.76,3.88
VEH-00492,16.0,0.0625,239391.13,2.74,14.57,0.0686,298776.13,2.92
VEH-00493,17.43,0.0574,228769.76,2.32,15.55,0.0643,268968.08,2.72
VEH-00494,18.12,0.0552,25195.23,1.82,17.33,0.0577,29120.14,2.1
VEH-00495,17.35,0.0576,268783.91,2.76,16.19,0.0618,328744.33,3.1
VEH-00496,16.6,0.0602,251686.65,3.0,15.14,0.0661,308358.74,3.55
VEH-00497,15.09,0.0663,337302.57,2.75,13.74,0.0728,364486.62,3.0
VEH-00498,16.97,0.0589,34409.38,1.83,16.17,0.0618,42224.23,2.01
VEH-00499,17.16,0.0583,524559.87,3.87,15.35,0.0651,613664.82,4.22
VEH-00500,12.08,0.0828,721550.85,3.67,10.6,0.0943,882864.31,4.03
VEH-00501,15.8,0.0633,301070.3,2.85,14.22,0.0703,369831.39,3.3
VEH-00502,14.76,0.0678,519211.4,3.44,14.25,0.0702,643963.13,3.65
VEH-00503,15.74,0.0635,358127.42,3.03,14.9,0.0671,397481.9,3.39
VEH-00504,19.2,0.0521,179313.06,2.47,17.76,0.0563,193692.22,2.93
VEH-00505,17.28,0.0579,168075.83,2.07,16.38,0.0611,199119.48,2.18
VEH-00506,18.83,0.0531,107786.36,2.17,18.32,0.0546,126978.51,2.48
VEH-00507,18.43,0.0543,174195.86,2.48,16.89,0.0592,197942.35,2.64
VEH-00508,13.03,0.0767,664983.27,3.99,12.23,0.0818,776256.54,4.53
VEH-00509,19.54,0.0512,96618.58,1.93,18.1,0.0552,113741.24,2.23
VEH-00510,17.01,0.0588,267645.11,2.74,15.97,0.0626,318256.73,3.15
VEH-00511,14.47,0.0691,515845.49,3.33,13.81,0.0724,561949.08,3.52
VEH-00512,15.98,0.0626,415649.0,3.41,15.07,0.0664,503813.3,3.97
VEH-00513,18.26,0.0548,112002.88,2.49,16.47,0.0607,128891.81,2.89
VEH-00514,15.82,0.0632,331831.0,3.06,15.19,0.0658,406047.36,3.63
VEH-00515,17.62,0.0568,132356.04,2.65,16.47,0.0607,158580.7,2.96
VEH-00516,12.16,0.0822,698857.76,3.65,10.43,0.0959,848081.46,4.23
VEH-00517,17.85,0.056,253031.31,2.56,16.9,0.0592,289337.83,3.06
VEH-00518,15.46,0.0647,227248.61,2.56,14.05,0.0712,272067.87,2.97
VEH-00519,17.91,0.0558,176483.46,2.0,17.39,0.0575,206679.45,2.17
VEH-00520,17.82,0.0561,154854.39,2.5,17.04,0.0587,171103.24,2.74
VEH-00521,17.79,0.0562,99221.47,2.37,16.12,0.062,109658.41,2.8
VEH-00522,15.71,0.0637,238824.55,2.68,14.74,0.0678,270993.15,2.99
VEH-00523,17.46,0.0573,234816.83,2.53,15.97,0.0626,291009.84,2.99
VEH-00524,17.31,0.0578,165531.09,2.32,16.02,0.0624,198340.08,2.52
VEH-00525,13.87,0.0721,628776.27,3.65,13.06,0.0766,698904.32,4.04
VEH-00526,15.4,0.0649,389531.24,2.81,14.87,0.0672,445532.78,3.06
VEH-00527,15.55,0.0643,339869.6,3.1,14.28,0.07,404043.95,3.55
VEH-00528,12.25,0.0816,887407.17,4.22,10.89,0.0918,1057205.15,4.99
VEH-00529,15.03,0.0665,384229.99,3.31,13.37,0.0748,434598.83,3.74
VEH-00530,17.84,0.0561,215470.09,2.83,16.94,0.059,249895.08,3.29
VEH-00531,14.59,0.0685,408362.69,2.91,13.13,0.0762,482824.77,3.3
VEH-00532,16.69,0.0599,404109.05,3.21,15.1,0.0662,489477.56,3.64
VEH-00533,18.76,0.0533,107535.17,2.23,17.19,0.0582,122139.0,2.62
VEH-00534,18.91,0.0529,200044.06,2.6,17.53,0.057,237624.2,2.77
VEH-00535,16.09,0.0622,259184.97,2.66,14.65,0.0683,310234.75,3.04
VEH-00536,18.48,0.0541,261583.32,2.36,17.52,0.0571,301478.26,2.66
VEH-00537,14.29,0.07,673940.49,4.1,13.57,0.0737,759277.75,4.45
VEH-00538,17.22,0.0581,232563.95,2.62,15.86,0.0631,276660.9,2.87
VEH-00539,18.11,0.0552,180035.99,2.66,16.96,0.059,198194.71,3.18
VEH-00540,15.12,0.0661,377588.77,3.0,13.2,0.0758,409790.95,3.52
VEH-00541,17.6,0.0568,223195.2,2.55,15.91,0.0629,248070.72,2.86
VEH-00542,13.99,0.0715,526629.33,3.45,12.56,0.0796,628132.17,3.99
VEH-00543,14.64,0.0683,383920.41,3.04,13.15,0.076,426057.3,3.43
VEH-00544,14.79,0.0676,514873.6,3.4,13.85,0.0722,561630.07,3.64
VEH-00545,14.58,0.0686,475684.37,3.42,12.99,0.077,573709.49,4.03
VEH-00546,13.63,0.0734,886989.01,4.62,12.28,0.0814,1023663.15,5.11
VEH-00547,10.76,0.0929,1038140.04,4.45,9.88,0.1012,1224578.97,5.26
VEH-00548,17.58,0.0569,267459.53,3.0,15.76,0.0635,313801.22,3.19
VEH-00549,17.22,0.0581,194426.74,2.23,16.21,0.0617,219561.67,2.51
VEH-00550,11.1,0.0901,1098053.15,4.51,9.32,0.1073,1201634.98,5.32
VEH-00551,15.65,0.0639,589097.24,3.78,14.65,0.0683,651624.47,4.53
VEH-00552,14.02,0.0713,345841.69,2.81,12.95,0.0772,429117.79,3.14
VEH-00553,16.14,0.062,447568.02,3.5,14.85,0.0673,546349.69,4.14
VEH-00554,12.95,0.0772,862096.27,4.28,12.17,0.0822,1070385.27,4.91
VEH-00555,18.25,0.0548,234850.01,2.49,16.44,0.0608,256416.74,2.64
VEH-00556,13.08,0.0765,758815.7,3.89,11.08,0.0903,879499.43,4.63
VEH-00557,20.0,0.05,63766.82,2.01,18.27,0.0547,70285.83,2.29
VEH-00558,19.43,0.0515,224727.31,2.79,17.76,0.0563,245858.8,3.31
VEH-00559,11.84,0.0845,750470.83,3.99,10.82,0.0924,829708.4,4.64
VEH-00560,14.76,0.0678,421305.36,2.55,13.15,0.076,457709.05,3.06
VEH-00561,16.54,0.0605,345447.52,3.0,15.67,0.0638,424548.93,3.56
VEH-00562,20.0,0.05,30184.86,1.82,19.21,0.0521,33993.04,2.13
VEH-00563,12.9,0.0775,773184.35,3.94,12.34,0.081,866166.3,4.57
VEH-00564,13.42,0.0745,464668.52,3.0,12.7,0.0787,523366.09,3.49
VEH-00565,14.39,0.0695,601325.69,3.38,13.27,0.0754,744336.86,3.76
VEH-00566,17.24,0.058,360934.01,2.81,15.8,0.0633,450780.12,3.13
VEH-00567,15.39,0.065,317193.12,2.87,14.67,0.0682,368348.52,3.32
VEH-00568,15.39,0.065,382293.31,3.02,14.72,0.0679,437482.95,3.24
VEH-00569,15.82,0.0632,220341.5,2.35,14.71,0.068,246574.61,2.58
VEH-00570,18.41,0.0543,93741.17,2.42,16.46,0.0608,107179.57,2.61
VEH-00571,12.41,0.0806,738621.51,3.67,11.58,0.0864,876145.12,3.93
VEH-00572,15.29,0.0654,471095.48,3.44,14.49,0.069,520595.15,4.07
VEH-00573,13.16,0.076,531780.77,3.05,12.16,0.0822,580569.21,3.35
VEH-00574,15.2,0.0658,453542.05,3.63,14.31,0.0699,489899.48,3.97
VEH-00575,13.99,0.0715,642849.45,3.61,12.64,0.0791,699408.25,3.98
VEH-00576,18.48,0.0541,169530.51,2.44,16.51,0.0606,205112.93,2.79
VEH-00577,11.9,0.084,996053.85,4.96,9.99,0.1001,1103096.85,5.22
VEH-00578,14.98,0.0668,383213.99,3.29,14.12,0.0708,461250.63,3.83
VEH-00579,14.42,0.0693,572057.82,3.71,13.23,0.0756,625096.64,4.0
VEH-00580,14.53,0.0688,371064.84,2.94,13.28,0.0753,441128.38,3.44
VEH-00581,14.02,0.0713,567426.37,3.78,12.32,0.0812,666795.92,4.39
VEH-00582,17.43,0.0574,270325.81,2.77,16.26,0.0615,337288.14,3.26
VEH-00583,14.18,0.0705,497397.37,3.22,12.63,0.0792,573175.53,3.86
VEH-00584,16.77,0.0596,218077.04,2.41,15.27,0.0655,244237.19,2.66
VEH-00585,10.83,0.0923,700180.95,3.5,9.98,0.1002,852719.33,3.9
VEH-00586,16.55,0.0604,392446.38,3.35,15.5,0.0645,486998.91,3.99
VEH-00587,17.59,0.0569,271390.62,2.85,16.63,0.0601,295544.62,3.13
VEH-00588,17.65,0.0567,150386.86,2.51,16.92,0.0591,179448.32,2.72
VEH-00589,14.54,0.0688,462468.45,3.14,12.57,0.0796,520160.66,3.39
VEH-00590,18.4,0.0543,226863.34,2.71,17.57,0.0569,276317.92,3.2
VEH-00591,17.85,0.056,224522.36,3.05,16.72,0.0598,247976.04,3.65
VEH-00592,15.41,0.0649,304952.45,2.89,14.66,0.0682,372490.9,3.33
VEH-00593,15.11,0.0662,473319.17,3.43,13.63,0.0734,524235.21,3.76
VEH-00594,16.17,0.0618,310645.46,2.68,14.86,0.0673,365935.99,3.01
VEH-00595,14.41,0.0694,386383.58,3.48,13.09,0.0764,422378.9,4.17
VEH-00596,17.38,0.0575,307840.21,2.79,16.17,0.0618,375809.75,3.23
VEH-00597,15.22,0.0657,328948.09,2.84,14.67,0.0682,371360.26,3.13
VEH-00598,14.11,0.0709,660241.21,3.75,12.46,0.0803,777881.8,4.09
VEH-00599,13.11,0.0763,623214.73,4.13,12.25,0.0816,746835.34,4.59
VEH-00600,19.84,0.0504,66394.0,2.2,18.82,0.0531,75849.78,2.46
VEH-00601,16.71,0.0598,382193.24,3.18,15.24,0.0656,469806.77,3.53
VEH-00602,18.88,0.053,173086.85,2.29,17.82,0.0561,206739.68,2.41
VEH-00603,16.17,0.0618,205477.75,2.02,14.35,0.0697,241095.12,2.27
VEH-00604,19.36,0.0517,101272.15,1.95,17.36,0.0576,112054.03,2.32
VEH-00605,13.52,0.074,609012.83,3.63,12.62,0.0792,690093.37,4.26
VEH-00606,13.09,0.0764,833307.65,4.28,11.99,0.0834,930747.35,4.95
VEH-00607,17.96,0.0557,227441.02,2.41,16.03,0.0624,264172.14,2.85
VEH-00608,17.76,0.0563,302791.48,2.84,15.96,0.0627,329969.31,3.35
VEH-00609,17.79,0.0562,299373.18,3.17,15.89,0.0629,323851.33,3.42
VEH-00610,13.2,0.0758,770601.4,4.03,12.52,0.0799,860448.98,4.47
VEH-00611,16.35,0.0612,299401.08,2.82,14.86,0.0673,329301.51,3.33
VEH-00612,16.73,0.0598,245220.79,2.29,15.53,0.0644,285817.18,2.53
VEH-00613,18.54,0.0539,124281.17,2.3,16.93,0.0591,135568.72,2.49
VEH-00614,11.53,0.0867,1238470.13,5.17,9.7,0.1031,1512738.96,5.77
VEH-00615,17.02,0.0588,336932.2,2.9,15.97,0.0626,393141.81,3.25
VEH-00616,12.83,0.0779,685422.29,3.94,12.14,0.0824,790501.19,4.43
VEH-00617,12.7,0.0787,702971.7,3.88,12.07,0.0829,872192.03,4.4
VEH-00618,12.69,0.0788,756119.72,3.56,11.47,0.0872,832473.18,3.83
VEH-00619,12.02,0.0832,1107980.78,4.92,11.32,0.0883,1358627.62,5.87
VEH-00620,16.78,0.0596,387117.38,3.01,16.14,0.062,431273.89,3.46
VEH-00621,13.3,0.0752,690089.6,4.02,12.8,0.0781,769652.53,4.58
VEH-00622,16.72,0.0598,157355.46,2.33,14.86,0.0673,187454.6,2.59
VEH-00623,11.02,0.0907,1211429.34,4.96,10.17,0.0983,1406385.83,5.92
VEH-00624,15.66,0.0639,346457.92,3.04,15.16,0.066,423632.14,3.6
VEH-00625,17.94,0.0557,106616.12,2.58,16.98,0.0589,124048.4,3.04
VEH-00626,13.17,0.0759,558560.65,3.03,11.57,0.0864,658538.18,3.43
VEH-00627,15.56,0.0643,464688.21,3.1,14.67,0.0682,535694.76,3.44
VEH-00628,18.49,0.0541,182003.99,2.21,16.67,0.06,215592.68,2.65
VEH-00629,16.39,0.061,433836.45,3.14,15.34,0.0652,501027.04,3.55
VEH-00630,11.0,0.0909,1022916.51,4.21,9.47,0.1056,1108024.77,4.89
VEH-00631,11.64,0.0859,647438.45,3.32,11.11,0.09,803493.55,3.5
VEH-00632,18.5,0.0541,196984.8,2.1,16.69,0.0599,244016.98,2.47
VEH-00633,11.65,0.0858,1112173.83,4.6,9.86,0.1014,1303288.47,5.4
VEH-00634,14.06,0.0711,612969.03,3.61,12.37,0.0808,740543.76,4.22
VEH-00635,15.11,0.0662,209518.63,2.75,13.44,0.0744,253734.37,3.23
VEH-00636,18.01,0.0555,289030.36,3.0,17.01,0.0588,326014.55,3.42
VEH-00637,14.22,0.0703,622902.95,3.94,12.81,0.0781,735043.15,4.6
VEH-00638,16.9,0.0592,407577.2,3.39,15.25,0.0656,471149.11,3.81
VEH-00639,16.57,0.0604,216669.72,2.61,15.71,0.0637,251691.65,3.05
VEH-00640,14.44,0.0693,388189.59,2.79,13.49,0.0741,473096.33,3.04
VEH-00641,14.29,0.07,504300.12,3.53,13.6,0.0735,560895.76,4.19
VEH-00642,14.57,0.0686,511583.16,3.29,13.73,0.0728,567424.69,3.47
VEH-00643,14.25,0.0702,423358.8,3.23,12.47,0.0802,526003.39,3.66
VEH-00644,15.32,0.0653,526646.58,3.65,14.49,0.069,607441.84,4.17
VEH-00645,18.02,0.0555,131962.3,2.12,17.0,0.0588,159177.23,2.45
