vehicle_id,maintenance_date,downtime_days,predicted_downtime,next_service_date
VEH-00353,2024-04-04,3.1,3.22,2024-07-03
VEH-00357,2022-12-26,11.5,9.62,2023-03-26
VEH-00358,2024-01-30,14.5,11.09,2024-04-29
VEH-00359,2024-05-16,2.8,5.36,2024-08-14
VEH-00360,2022-08-22,6.4,7.13,2022-11-20
VEH-00361,2022-03-08,12.6,12.96,2022-06-06
VEH-00361,2023-03-01,13.5,12.96,2023-05-30
VEH-00363,2022-01-29,6.3,9.68,2022-04-29
VEH-00363,2022-06-08,13.1,9.68,2022-09-06
VEH-00364,2024-08-09,1.7,4.82,2024-11-07
VEH-00365,2024-07-01,14.1,10.61,2024-09-29
VEH-00365,2023-02-11,7.2,10.61,2023-05-12
VEH-00366,2023-07-27,13.0,6.56,2023-10-25
VEH-00366,2022-11-24,6.8,6.56,2023-02-22
VEH-00366,2022-01-11,1.0,6.56,2022-04-11
VEH-00367,2023-10-28,5.6,6.73,2024-01-26
VEH-00368,2022-08-11,3.8,5.85,2022-11-09
VEH-00369,2022-11-20,1.8,3.09,2023-02-18
VEH-00369,2024-03-04,4.8,3.09,2024-06-02
VEH-00369,2022-05-02,7.1,3.09,2022-07-31
VEH-00370,2022-12-18,4.9,6.39,2023-03-18
VEH-00371,2024-09-28,11.0,5.83,2024-12-27
VEH-00371,2024-06-09,7.7,5.83,2024-09-07
VEH-00371,2024-04-25,0.6,5.83,2024-07-24
VEH-00374,2022-12-18,11.7,10.03,2023-03-18
VEH-00374,2023-09-05,8.4,10.03,2023-12-04
VEH-00375,2023-04-07,3.3,5.61,2023-07-06
VEH-00376,2022-12-21,1.5,4.73,2023-03-21
VEH-00378,2024-02-06,1.4,4.68,2024-05-06
VEH-00380,2023-11-23,10.4,5.19,2024-02-21
VEH-00380,2023-04-08,3.5,5.19,2023-07-07
VEH-00380,2023-05-18,4.1,5.19,2023-08-16
VEH-00381,2024-05-23,0.9,1.51,2024-08-21
VEH-00381,2022-09-08,1.8,1.51,2022-12-07
VEH-00382,2024-06-28,13.2,10.45,2024-09-26
VEH-00383,2022-04-26,7.7,6.85,2022-07-25
VEH-00383,2022-06-04,5.9,6.85,2022-09-02
VEH-00384,2022-05-15,11.7,9.72,2022-08-13
VEH-00385,2022-07-10,5.5,6.69,2022-10-08
VEH-00386,2022-09-29,10.7,9.23,2022-12-28
VEH-00387,2024-09-13,2.4,5.14,2024-12-12
VEH-00387,2023-07-16,12.9,5.14,2023-10-14
VEH-00387,2023-05-31,2.6,5.14,2023-08-29
VEH-00388,2024-05-21,3.8,3.27,2024-08-19
VEH-00388,2022-11-21,2.5,3.27,2023-02-19
VEH-00389,2023-01-27,10.5,7.04,2023-04-27
VEH-00389,2023-12-28,3.5,7.04,2024-03-27
VEH-00390,2022-07-25,10.2,8.99,2022-10-23
VEH-00391,2024-11-25,7.2,7.52,2025-02-23
VEH-00392,2023-06-19,11.2,9.48,2023-09-17
VEH-00393,2022-11-11,4.2,9.39,2023-02-09
VEH-00393,2022-08-13,14.6,9.39,2022-11-11
VEH-00394,2024-09-16,9.7,12.18,2024-12-15
VEH-00394,2023-03-04,14.8,12.18,2023-06-02
VEH-00395,2023-12-27,14.2,9.34,2024-03-26
VEH-00395,2023-11-28,4.5,9.34,2024-02-26
VEH-00397,2023-11-15,8.2,11.12,2024-02-13
VEH-00397,2023-10-19,11.9,11.12,2024-01-17
VEH-00397,2024-11-06,10.0,11.12,2025-02-04
VEH-00398,2024-01-13,9.7,5.24,2024-04-12
VEH-00398,2024-02-04,2.8,5.24,2024-05-04
VEH-00398,2023-12-19,5.6,5.24,2024-03-18
VEH-00399,2022-12-11,6.5,4.84,2023-03-11
VEH-00399,2023-01-05,3.0,4.84,2023-04-05
VEH-00400,2023-05-19,8.8,8.96,2023-08-17
VEH-00400,2022-01-28,12.6,8.96,2022-04-28
VEH-00400,2022-03-23,4.3,8.96,2022-06-21
VEH-00401,2022-04-18,3.2,6.36,2022-07-17
VEH-00401,2023-08-07,9.4,6.36,2023-11-05
VEH-00402,2022-06-22,11.6,6.8,2022-09-20
VEH-00402,2022-10-03,1.9,6.8,2023-01-01
VEH-00403,2024-02-22,0.8,3.08,2024-05-22
VEH-00403,2022-10-22,5.1,3.08,2023-01-20
VEH-00406,2024-03-30,1.3,4.79,2024-06-28
VEH-00406,2022-09-23,8.1,4.79,2022-12-22
VEH-00407,2022-01-22,3.0,5.46,2022-04-22
VEH-00408,2024-05-17,10.1,6.21,2024-08-15
VEH-00408,2022-08-16,2.2,6.21,2022-11-14
VEH-00409,2023-08-03,14.1,10.89,2023-11-01
VEH-00410,2024-03-07,4.7,9.1,2024-06-05
VEH-00410,2024-07-30,13.5,9.1,2024-10-28
VEH-00411,2024-01-12,11.4,9.57,2024-04-11
VEH-00412,2023-03-03,14.6,11.14,2023-06-01
VEH-00413,2024-05-27,5.4,6.64,2024-08-25
VEH-00414,2024-06-22,7.7,7.76,2024-09-20
VEH-00415,2022-12-20,2.9,4.36,2023-03-20
VEH-00415,2024-06-30,1.6,4.36,2024-09-28
VEH-00415,2022-12-11,11.8,4.36,2023-03-11
VEH-00416,2024-10-23,11.5,8.71,2025-01-21
VEH-00416,2022-12-05,5.9,8.71,2023-03-05
VEH-00417,2024-02-15,1.1,5.54,2024-05-15
VEH-00417,2022-12-21,4.4,5.54,2023-03-21
VEH-00417,2022-01-07,13.2,5.54,2022-04-07
VEH-00418,2024-09-13,11.0,9.38,2024-12-12
VEH-00420,2023-10-20,1.0,3.96,2024-01-18
VEH-00420,2024-09-03,6.7,3.96,2024-12-02
VEH-00421,2024-09-27,7.1,9.99,2024-12-26
VEH-00421,2023-06-21,6.2,9.99,2023-09-19
VEH-00421,2022-06-18,14.5,9.99,2022-09-16
VEH-00422,2024-05-01,2.4,5.17,2024-07-30
VEH-00423,2023-04-24,4.8,3.86,2023-07-23
VEH-00423,2024-11-29,2.7,3.86,2025-02-27
VEH-00424,2022-12-08,8.0,7.91,2023-03-08
VEH-00425,2022-03-25,14.7,11.19,2022-06-23
VEH-00427,2024-04-23,1.0,2.68,2024-07-22
VEH-00427,2024-06-28,4.1,2.68,2024-09-26
VEH-00428,2024-03-22,0.8,2.94,2024-06-20
VEH-00428,2024-08-22,3.2,2.94,2024-11-20
VEH-00428,2024-08-31,9.4,2.94,2024-11-29
VEH-00430,2024-07-14,7.8,7.81,2024-10-12
VEH-00431,2022-04-06,8.8,4.89,2022-07-05
VEH-00431,2023-09-16,0.8,4.89,2023-12-15
VEH-00432,2023-10-23,2.5,3.53,2024-01-21
VEH-00432,2024-07-21,8.6,3.53,2024-10-19
VEH-00432,2024-04-02,3.5,3.53,2024-07-01
VEH-00433,2022-05-23,14.5,11.09,2022-08-21
VEH-00434,2024-08-29,7.9,7.86,2024-11-27
VEH-00435,2022-11-24,6.6,6.56,2023-02-22
VEH-00435,2023-02-22,11.2,6.56,2023-05-23
VEH-00435,2024-12-29,3.0,6.56,2025-03-29
VEH-00436,2022-11-20,9.1,11.89,2023-02-18
VEH-00436,2022-06-28,14.8,11.89,2022-09-26
VEH-00437,2022-08-20,9.4,8.96,2022-11-18
VEH-00437,2024-07-09,1.4,8.96,2024-10-07
VEH-00437,2024-06-18,14.9,8.96,2024-09-16
VEH-00438,2022-11-29,7.9,7.86,2023-02-27
VEH-00439,2023-05-18,10.6,9.19,2023-08-16
VEH-00439,2024-08-12,7.8,9.19,2024-11-10
VEH-00441,2024-03-02,10.3,7.94,2024-05-31
VEH-00441,2024-12-16,9.9,7.94,2025-03-16
VEH-00441,2022-10-18,3.4,7.94,2023-01-16
VEH-00442,2022-04-05,9.2,8.5,2022-07-04
VEH-00443,2024-04-24,1.2,7.38,2024-07-23
VEH-00443,2024-11-16,13.5,7.38,2025-02-14
VEH-00444,2024-07-19,2.9,4.15,2024-10-17
VEH-00444,2022-12-23,5.2,4.15,2023-03-23
VEH-00445,2022-02-09,10.1,8.94,2022-05-10
VEH-00446,2023-01-12,6.6,9.93,2023-04-12
VEH-00446,2024-05-16,13.3,9.93,2024-08-14
VEH-00447,2022-08-14,2.4,2.44,2022-11-12
VEH-00447,2024-12-22,2.2,2.44,2025-03-22
VEH-00448,2022-12-25,13.3,10.5,2023-03-25
VEH-00449,2023-07-06,6.0,6.93,2023-10-04
VEH-00450,2023-06-03,1.7,10.58,2023-09-01
VEH-00450,2023-08-28,13.2,10.58,2023-11-26
VEH-00450,2024-04-15,14.1,10.58,2024-07-14
VEH-00451,2023-04-02,3.1,4.64,2023-07-01
VEH-00451,2024-07-13,6.0,4.64,2024-10-11
VEH-00452,2022-01-02,5.1,10.33,2022-04-02
VEH-00452,2022-03-28,11.6,10.33,2022-06-26
VEH-00452,2024-10-23,11.8,10.33,2025-01-21
VEH-00453,2022-02-03,4.4,6.15,2022-05-04
VEH-00454,2022-10-28,8.8,8.3,2023-01-26
VEH-00456,2023-05-25,10.8,9.28,2023-08-23
VEH-00457,2022-11-08,1.1,4.53,2023-02-06
VEH-00458,2024-08-07,1.6,4.78,2024-11-05
VEH-00459,2023-09-28,12.9,10.31,2023-12-27
VEH-00461,2022-10-04,8.1,7.96,2023-01-02
VEH-00462,2022-12-06,6.5,7.17,2023-03-06
VEH-00464,2024-07-18,13.4,12.33,2024-10-16
VEH-00464,2022-11-13,11.4,12.33,2023-02-11
VEH-00465,2024-03-29,7.0,5.62,2024-06-27
VEH-00465,2024-02-02,4.1,5.62,2024-05-02
VEH-00466,2022-12-20,12.3,10.01,2023-03-20
VEH-00467,2023-11-02,9.2,8.77,2024-01-31
VEH-00467,2022-09-16,13.5,8.77,2022-12-15
VEH-00467,2023-09-02,2.6,8.77,2023-12-01
VEH-00469,2023-09-17,11.1,9.54,2023-12-16
VEH-00469,2023-03-22,8.0,9.54,2023-06-20
VEH-00470,2023-10-21,9.1,10.47,2024-01-19
VEH-00470,2023-11-02,11.9,10.47,2024-01-31
VEH-00471,2023-08-31,10.8,11.64,2023-11-29
VEH-00471,2022-04-24,12.6,11.64,2022-07-23
VEH-00472,2024-09-19,12.1,9.92,2024-12-18
VEH-00473,2024-03-31,12.9,10.31,2024-06-29
VEH-00474,2024-12-29,10.1,13.07,2025-03-29
VEH-00474,2022-01-06,14.1,13.07,2022-04-06
VEH-00474,2023-11-14,9.9,13.07,2024-02-12
VEH-00475,2022-01-14,5.0,0.54,2022-04-14
VEH-00475,2022-09-04,1.6,0.54,2022-12-03
VEH-00475,2024-09-14,1.9,0.54,2024-12-13
VEH-00476,2024-10-13,3.0,9.01,2025-01-11
VEH-00476,2023-12-18,11.5,9.01,2024-03-17
VEH-00476,2022-04-03,11.3,9.01,2022-07-02
VEH-00477,2023-02-11,7.2,6.16,2023-05-12
VEH-00477,2023-09-03,5.0,6.16,2023-12-02
VEH-00478,2023-08-10,7.7,9.68,2023-11-08
VEH-00478,2024-06-28,11.7,9.68,2024-09-26
VEH-00479,2022-05-15,1.6,3.97,2022-08-13
VEH-00479,2024-08-23,10.6,3.97,2024-11-21
VEH-00479,2023-12-12,3.3,3.97,2024-03-11
VEH-00480,2022-03-17,5.6,6.73,2022-06-15
VEH-00481,2023-12-07,12.2,9.96,2024-03-06
VEH-00482,2024-07-14,9.5,5.43,2024-10-12
VEH-00482,2023-05-25,1.2,5.43,2023-08-23
VEH-00483,2024-08-26,9.0,8.4,2024-11-24
VEH-00484,2023-09-30,4.5,8.36,2023-12-29
VEH-00484,2023-05-25,12.2,8.36,2023-08-23
VEH-00485,2023-03-05,2.8,5.67,2023-06-03
VEH-00485,2023-05-04,8.4,5.67,2023-08-02
VEH-00486,2023-07-25,0.7,4.34,2023-10-23
VEH-00488,2023-10-21,13.6,12.23,2024-01-19
VEH-00488,2024-06-14,11.0,12.23,2024-09-12
VEH-00489,2024-05-05,3.3,5.67,2024-08-03
VEH-00489,2023-09-07,7.9,5.67,2023-12-06
VEH-00490,2024-06-03,14.5,11.09,2024-09-01
VEH-00491,2022-03-29,10.4,6.06,2022-06-27
VEH-00491,2022-07-09,1.6,6.06,2022-10-07
VEH-00492,2022-10-25,5.4,8.75,2023-01-23
VEH-00492,2023-11-25,12.1,8.75,2024-02-23
VEH-00493,2023-01-17,6.3,7.08,2023-04-17
VEH-00494,2024-07-20,3.8,5.85,2024-10-18
VEH-00495,2022-01-15,5.8,8.07,2022-04-15
VEH-00495,2023-08-30,10.3,8.07,2023-11-28
VEH-00496,2023-02-07,4.7,8.36,2023-05-08
VEH-00496,2023-11-26,12.0,8.36,2024-02-24
VEH-00497,2024-04-15,5.2,6.54,2024-07-14
VEH-00498,2022-01-06,2.5,5.22,2022-04-06
VEH-00499,2022-05-31,5.9,3.66,2022-08-29
VEH-00499,2022-01-13,1.2,3.66,2022-04-13
VEH-00500,2024-03-16,4.0,5.95,2024-06-14
VEH-00501,2024-01-30,13.4,10.55,2024-04-29
VEH-00502,2024-05-28,9.0,8.4,2024-08-26
VEH-00503,2023-03-20,14.8,11.24,2023-06-18
VEH-00504,2023-05-01,0.8,4.1,2023-07-30
VEH-00504,2023-11-26,7.2,4.1,2024-02-24
VEH-00505,2024-08-15,2.1,5.02,2024-11-13
VEH-00506,2024-03-14,8.2,8.01,2024-06-12
VEH-00507,2022-09-30,14.2,14.89,2022-12-29
VEH-00507,2023-10-21,9.1,14.89,2024-01-19
VEH-00507,2022-03-31,14.5,14.89,2022-06-29
VEH-00508,2023-08-08,2.3,3.38,2023-11-06
VEH-00508,2022-09-05,5.6,3.38,2022-12-04
VEH-00508,2023-08-04,6.4,3.38,2023-11-02
VEH-00510,2024-01-30,7.7,9.98,2024-04-29
VEH-00510,2024-04-14,12.3,9.98,2024-07-13
VEH-00511,2024-05-10,0.9,10.77,2024-08-08
VEH-00511,2023-08-30,13.6,10.77,2023-11-28
VEH-00511,2022-02-02,14.9,10.77,2022-05-03
VEH-00512,2024-10-29,14.3,8.77,2025-01-27
VEH-00512,2022-05-19,9.7,8.77,2022-08-17
VEH-00512,2024-05-16,1.3,8.77,2024-08-14
VEH-00513,2024-06-20,3.1,4.15,2024-09-18
VEH-00513,2022-06-03,5.0,4.15,2022-09-01
VEH-00514,2022-04-26,5.8,8.28,2022-07-25
VEH-00514,2023-10-18,7.2,8.28,2024-01-16
VEH-00514,2024-12-10,11.3,8.28,2025-03-10
VEH-00515,2024-04-08,6.1,6.98,2024-07-07
VEH-00516,2023-04-27,7.7,7.53,2023-07-26
VEH-00516,2024-03-21,7.3,7.53,2024-06-19
VEH-00517,2023-05-13,1.8,2.49,2023-08-11
VEH-00517,2023-05-16,2.9,2.49,2023-08-14
VEH-00518,2024-06-04,12.8,10.26,2024-09-02
VEH-00519,2024-09-08,15.0,11.74,2024-12-07
VEH-00519,2023-08-16,8.6,11.74,2023-11-14
VEH-00520,2023-10-22,14.1,10.89,2024-01-20
VEH-00521,2024-02-10,6.9,7.64,2024-05-10
VEH-00521,2022-11-23,1.2,7.64,2023-02-21
VEH-00521,2023-01-09,14.9,7.64,2023-04-09
VEH-00522,2024-05-16,12.1,9.92,2024-08-14
VEH-00523,2023-07-26,4.8,6.21,2023-10-24
VEH-00523,2024-12-11,7.5,6.21,2025-03-11
VEH-00524,2022-06-22,2.3,5.12,2022-09-20
VEH-00525,2022-04-28,10.5,3.38,2022-07-27
VEH-00525,2023-02-18,0.6,3.38,2023-05-19
VEH-00525,2023-08-06,3.2,3.38,2023-11-04
VEH-00526,2022-11-05,7.3,7.57,2023-02-03
VEH-00527,2022-06-04,6.3,7.08,2022-09-02
VEH-00528,2024-09-06,8.6,6.85,2024-12-05
VEH-00528,2023-05-03,5.0,6.85,2023-08-01
VEH-00530,2023-09-16,12.4,10.06,2023-12-15
VEH-00531,2023-09-02,4.4,6.15,2023-12-01
VEH-00532,2024-08-27,6.6,7.22,2024-11-25
VEH-00533,2022-01-05,1.1,6.6,2022-04-05
VEH-00533,2023-01-26,12.0,6.6,2023-04-26
VEH-00535,2023-06-22,7.0,10.42,2023-09-20
VEH-00535,2024-09-21,13.9,10.42,2024-12-20
VEH-00537,2023-07-23,13.8,6.81,2023-10-21
VEH-00537,2024-05-25,0.7,6.81,2024-08-23
VEH-00537,2023-03-02,6.8,6.81,2023-05-31
VEH-00538,2022-09-19,4.2,6.05,2022-12-18
VEH-00539,2022-07-27,8.4,6.56,2022-10-25
VEH-00539,2022-08-02,5.4,6.56,2022-10-31
VEH-00539,2022-02-03,7.0,6.56,2022-05-04
VEH-00540,2022-10-09,4.9,6.39,2023-01-07
VEH-00541,2023-11-30,10.6,6.55,2024-02-28
VEH-00541,2024-11-17,2.4,6.55,2025-02-15
VEH-00542,2024-12-12,10.0,5.87,2025-03-12
VEH-00542,2022-05-19,1.6,5.87,2022-08-17
VEH-00543,2023-06-08,7.3,8.9,2023-09-06
VEH-00543,2024-03-12,10.5,8.9,2024-06-10
VEH-00545,2024-03-03,12.9,10.31,2024-06-01
VEH-00546,2022-11-12,1.2,1.95,2023-02-10
VEH-00546,2022-10-16,2.4,1.95,2023-01-14
VEH-00547,2024-05-07,11.1,9.43,2024-08-05
VEH-00548,2024-04-12,13.9,6.22,2024-07-11
VEH-00548,2023-10-23,5.6,6.22,2024-01-21
VEH-00548,2023-06-06,0.6,6.22,2023-09-04
VEH-00549,2024-12-08,12.2,9.34,2025-03-08
VEH-00549,2022-09-29,6.5,9.34,2022-12-28
VEH-00550,2023-06-07,13.4,10.55,2023-09-05
VEH-00552,2023-06-17,0.6,7.82,2023-09-15
VEH-00552,2023-02-17,15.0,7.82,2023-05-18
VEH-00553,2024-11-15,13.1,7.19,2025-02-13
VEH-00553,2024-07-15,1.2,7.19,2024-10-13
VEH-00554,2023-07-03,6.5,7.17,2023-10-01
VEH-00557,2022-04-03,11.2,10.04,2022-07-02
VEH-00557,2022-03-04,3.6,10.04,2022-06-02
VEH-00557,2024-06-06,13.1,10.04,2024-09-04
VEH-00558,2022-10-04,8.6,8.2,2023-01-02
VEH-00559,2023-03-06,8.1,9.73,2023-06-04
VEH-00559,2023-10-13,11.4,9.73,2024-01-11
VEH-00560,2024-10-04,7.7,7.76,2025-01-02
VEH-00561,2023-05-30,9.6,9.49,2023-08-28
VEH-00561,2022-10-15,9.4,9.49,2023-01-13
VEH-00562,2022-10-29,5.6,9.34,2023-01-27
VEH-00562,2022-10-14,13.1,9.34,2023-01-12
VEH-00563,2023-01-27,1.9,4.92,2023-04-27
VEH-00564,2024-07-30,7.2,7.15,2024-10-28
VEH-00564,2022-08-21,6.7,7.15,2022-11-19
VEH-00564,2024-12-06,8.1,7.15,2025-03-06
VEH-00565,2023-10-18,12.2,9.96,2024-01-16
VEH-00566,2022-08-06,9.9,7.82,2022-11-04
VEH-00566,2022-12-11,5.7,7.82,2023-03-11
VEH-00567,2023-07-28,7.5,4.1,2023-10-26
VEH-00567,2023-03-06,0.5,4.1,2023-06-04
VEH-00568,2023-01-08,9.8,8.79,2023-04-08
VEH-00572,2024-01-31,7.8,8.26,2024-04-30
VEH-00572,2022-10-28,8.7,8.26,2023-01-26
VEH-00573,2022-02-17,7.2,9.84,2022-05-18
VEH-00573,2023-03-27,7.8,9.84,2023-06-25
VEH-00573,2022-11-07,12.5,9.84,2023-02-05
VEH-00574,2022-03-15,13.2,10.45,2022-06-13
VEH-00575,2022-04-24,14.8,9.93,2022-07-23
VEH-00575,2023-06-16,5.1,9.93,2023-09-14
VEH-00577,2024-12-10,11.4,9.57,2025-03-10
VEH-00578,2024-11-19,5.1,6.49,2025-02-17
VEH-00579,2023-09-12,12.5,10.27,2023-12-11
VEH-00579,2024-11-01,8.1,10.27,2025-01-30
VEH-00580,2022-02-04,3.9,8.38,2022-05-05
VEH-00580,2022-08-11,11.9,8.38,2022-11-09
VEH-00580,2023-11-15,8.7,8.38,2024-02-13
VEH-00581,2024-03-03,0.9,4.43,2024-06-01
VEH-00582,2022-01-15,12.8,10.26,2022-04-15
VEH-00583,2022-08-31,3.7,5.8,2022-11-29
VEH-00585,2022-10-22,13.6,8.8,2023-01-20
VEH-00585,2024-06-13,4.0,8.8,2024-09-11
VEH-00586,2022-04-01,7.9,11.07,2022-06-30
VEH-00586,2024-11-28,10.5,11.07,2025-02-26
VEH-00586,2024-09-24,11.6,11.07,2024-12-23
VEH-00588,2022-07-25,1.1,4.53,2022-10-23
VEH-00589,2024-06-20,1.9,0.35,2024-09-18
VEH-00589,2023-04-01,4.6,0.35,2023-06-30
VEH-00589,2023-09-30,1.6,0.35,2023-12-29
VEH-00590,2023-09-24,10.7,9.23,2023-12-23
VEH-00591,2023-04-10,8.3,10.03,2023-07-09
VEH-00591,2022-08-22,11.8,10.03,2022-11-20
VEH-00592,2022-03-18,7.0,7.42,2022-06-16
VEH-00593,2022-04-20,4.9,9.78,2022-07-19
VEH-00593,2024-01-02,14.7,9.78,2024-04-01
VEH-00594,2022-02-20,6.7,4.69,2022-05-21
VEH-00594,2022-02-14,2.5,4.69,2022-05-15
VEH-00595,2024-09-09,3.5,6.37,2024-12-08
VEH-00595,2023-12-29,10.7,6.37,2024-03-28
VEH-00595,2022-10-29,6.2,6.37,2023-01-27
VEH-00596,2022-03-19,5.8,3.91,2022-06-17
VEH-00596,2022-12-02,1.8,3.91,2023-03-02
VEH-00597,2022-05-22,4.2,6.05,2022-08-20
VEH-00598,2024-06-05,13.7,10.7,2024-09-03
VEH-00599,2023-08-21,6.1,8.02,2023-11-19
VEH-00599,2023-12-09,9.9,8.02,2024-03-08
VEH-00600,2023-07-03,6.9,10.38,2023-10-01
VEH-00600,2022-01-27,10.1,10.38,2022-04-27
VEH-00600,2022-05-28,11.6,10.38,2022-08-26
VEH-00602,2024-09-09,4.2,9.54,2024-12-08
VEH-00602,2024-09-24,14.9,9.54,2024-12-23
VEH-00603,2024-04-09,11.7,9.72,2024-07-08
VEH-00604,2022-11-07,11.4,6.22,2023-02-05
VEH-00604,2023-01-19,7.1,6.22,2023-04-19
VEH-00604,2024-02-13,1.6,6.22,2024-05-13
VEH-00605,2023-10-04,12.3,13.4,2024-01-02
VEH-00605,2022-10-03,14.7,13.4,2023-01-01
VEH-00606,2022-03-23,14.6,8.62,2022-06-21
VEH-00606,2024-05-12,0.7,8.62,2024-08-10
VEH-00606,2024-07-15,9.7,8.62,2024-10-13
VEH-00608,2024-04-06,9.4,10.19,2024-07-05
VEH-00608,2023-05-18,12.8,10.19,2023-08-16
VEH-00608,2024-06-08,6.0,10.19,2024-09-06
VEH-00609,2022-08-14,11.4,10.57,2022-11-12
VEH-00609,2023-03-23,9.8,10.57,2023-06-21
VEH-00610,2023-12-31,7.5,7.66,2024-03-30
VEH-00611,2024-02-09,1.2,4.58,2024-05-09
VEH-00612,2023-10-25,5.4,6.64,2024-01-23
VEH-00613,2023-03-03,4.2,6.31,2023-06-01
VEH-00613,2024-09-12,8.3,6.31,2024-12-11
VEH-00615,2023-09-08,1.5,4.73,2023-12-07
VEH-00616,2023-07-20,7.5,9.05,2023-10-18
VEH-00616,2022-11-01,10.6,9.05,2023-01-30
VEH-00617,2024-12-13,5.1,6.49,2025-03-13
VEH-00618,2022-10-02,5.2,6.65,2022-12-31
VEH-00618,2024-06-21,8.0,6.65,2024-09-19
VEH-00619,2024-12-18,11.0,6.4,2025-03-18
VEH-00619,2023-05-14,1.7,6.4,2023-08-12
VEH-00620,2022-05-13,8.3,8.06,2022-08-11
VEH-00621,2022-08-01,1.6,3.47,2022-10-30
VEH-00621,2022-07-19,5.1,3.47,2022-10-17
VEH-00622,2022-09-21,6.4,7.13,2022-12-20
VEH-00623,2022-10-20,12.2,7.78,2023-01-18
VEH-00623,2024-02-02,3.3,7.78,2024-05-02
VEH-00624,2022-03-10,3.2,5.56,2022-06-08
VEH-00625,2024-06-03,0.8,1.51,2024-09-01
VEH-00625,2022-10-10,1.9,1.51,2023-01-08
VEH-00626,2022-02-25,2.0,8.41,2022-05-26
VEH-00626,2023-06-09,14.8,8.41,2023-09-07
VEH-00627,2024-05-19,8.0,11.4,2024-08-17
VEH-00627,2022-10-05,14.9,11.4,2023-01-03
VEH-00628,2022-09-25,6.0,6.93,2022-12-24
VEH-00629,2022-07-15,2.2,4.75,2022-10-13
VEH-00629,2023-06-09,8.9,4.75,2023-09-07
VEH-00629,2023-04-12,6.0,4.75,2023-07-11
VEH-00630,2023-03-16,4.2,3.81,2023-06-14
VEH-00630,2023-08-04,3.2,3.81,2023-11-02
VEH-00631,2023-09-04,0.6,4.29,2023-12-03
VEH-00632,2024-11-14,3.0,6.4,2025-02-12
VEH-00632,2024-01-01,9.7,6.4,2024-03-31
VEH-00633,2023-05-12,7.3,7.57,2023-08-10
VEH-00634,2023-12-31,3.1,5.51,2024-03-30
VEH-00635,2024-04-07,1.5,7.33,2024-07-06
VEH-00635,2024-03-09,13.1,7.33,2024-06-07
VEH-00636,2022-05-05,2.0,8.72,2022-08-03
VEH-00636,2024-01-27,8.9,8.72,2024-04-26
VEH-00636,2022-11-23,14.3,8.72,2023-02-21
VEH-00637,2024-06-08,8.6,4.56,2024-09-06
VEH-00637,2022-09-18,2.7,4.56,2022-12-17
VEH-00637,2024-03-06,5.4,4.56,2024-06-04
VEH-00638,2022-11-17,11.3,9.52,2023-02-15
VEH-00639,2023-10-26,4.7,2.93,2024-01-24
VEH-00639,2024-10-21,0.9,2.93,2025-01-19
VEH-00640,2024-03-16,7.3,7.57,2024-06-14
VEH-00641,2022-06-08,3.8,5.85,2022-09-06
VEH-00642,2022-06-20,8.0,7.91,2022-09-18
VEH-00643,2024-08-03,7.7,9.1,2024-11-01
VEH-00643,2024-08-28,10.5,9.1,2024-11-26
VEH-00644,2022-07-15,14.4,11.04,2022-10-13
VEH-00647,2022-10-14,2.2,5.07,2023-01-12
VEH-00648,2023-08-08,4.8,6.34,2023-11-06
VEH-00649,2024-03-23,12.7,8.12,2024-06-21
VEH-00649,2024-03-06,3.5,8.12,2024-06-04
VEH-00650,2022-08-11,9.0,8.4,2022-11-09
VEH-00651,2022-01-24,4.3,5.28,2022-04-24
VEH-00651,2022-08-13,6.1,5.28,2022-11-11
VEH-00652,2024-07-31,10.2,6.21,2024-10-29
VEH-00652,2023-04-05,2.1,6.21,2023-07-04
VEH-00653,2024-03-08,11.7,9.72,2024-06-06
VEH-00654,2022-08-21,4.4,6.15,2022-11-19
VEH-00655,2022-06-16,14.6,9.05,2022-09-14
VEH-00655,2024-09-02,3.5,9.05,2024-12-01
VEH-00656,2024-12-28,8.7,8.25,2025-03-28
VEH-00657,2022-07-01,7.7,7.76,2022-09-29
VEH-00658,2022-03-19,1.8,4.87,2022-06-17
VEH-00659,2022-01-22,1.2,6.89,2022-04-22
VEH-00659,2022-11-27,12.5,6.89,2023-02-25
VEH-00660,2024-05-04,15.0,14.53,2024-08-02
VEH-00660,2022-03-23,14.3,14.53,2022-06-21
VEH-00661,2023-06-13,4.3,5.88,2023-09-11
VEH-00661,2022-05-03,6.7,5.88,2022-08-01
VEH-00661,2022-07-16,8.4,5.88,2022-10-14
VEH-00662,2022-06-13,10.7,9.23,2022-09-11
VEH-00663,2024-10-11,11.8,9.77,2025-01-09
VEH-00664,2023-09-26,7.2,7.52,2023-12-25
VEH-00665,2022-11-27,2.2,5.07,2023-02-25
VEH-00666,2023-09-05,14.0,10.85,2023-12-04
VEH-00667,2023-03-13,5.8,4.98,2023-06-11
VEH-00667,2023-08-27,4.0,4.98,2023-11-25
VEH-00670,2022-03-18,2.1,5.02,2022-06-16
VEH-00674,2022-09-08,9.8,6.89,2022-12-07
VEH-00674,2023-12-15,3.9,6.89,2024-03-14
VEH-00675,2023-03-23,10.1,11.15,2023-06-21
VEH-00675,2024-03-06,12.3,11.15,2024-06-04
VEH-00676,2022-12-09,7.7,7.76,2023-03-09
VEH-00677,2022-06-03,4.6,6.24,2022-09-01
