vehicle_id,now_incident_count,now_total_claim_amt_inr,now_total_downtime_inc_days,now_total_repair_cost_inr,future_incident_count,future_total_claim_amt_inr,future_total_downtime_inc_days,future_total_repair_cost_inr
VEH-00369,2,12769.52,1.8,26073.67,3,13851.33,2.4,33823.1
VEH-00370,2,108026.17,8.4,89959.26,3,121303.03,9.9,120043.72
VEH-00371,1,18316.14,2.3,58125.27,3,21714.28,3.1,65557.8
VEH-00372,1,19314.83,4.2,4397.02,3,22097.79,4.9,5901.35
VEH-00373,1,33227.16,2.3,35175.71,3,40991.01,2.8,44889.87
VEH-00374,4,251396.92,15.7,18439.23,5,285850.81,21.1,21938.51
VEH-00375,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00376,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00377,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00378,1,45951.68,3.2,47060.59,2,52847.19,4.4,50723.88
VEH-00379,1,65049.77,3.8,19200.11,1,69336.8,4.2,25408.99
VEH-00380,2,112755.41,2.8,35249.15,3,124193.42,3.0,37119.59
VEH-00381,1,13563.25,3.3,16995.74,3,14719.3,3.9,19473.33
VEH-00382,2,130615.23,5.0,60776.88,2,143384.46,6.5,64281.51
VEH-00383,1,71756.57,2.3,40536.98,3,80382.16,2.8,42935.12
VEH-00384,1,63068.62,4.2,24017.19,1,68997.75,5.6,26876.86
VEH-00385,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00386,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00387,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00388,1,46064.66,5.0,45429.6,2,53112.69,6.3,58628.31
VEH-00389,1,61853.02,0.8,13008.46,1,76915.21,1.1,14512.52
VEH-00390,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00391,1,25835.98,2.4,21372.26,1,30691.22,3.3,28633.4
VEH-00392,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00393,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00394,3,193206.19,10.2,105372.19,3,223760.79,13.9,113844.81
VEH-00395,3,90125.1,9.3,151449.86,4,109245.96,10.6,190739.77
VEH-00396,1,66433.29,2.2,38342.77,1,80745.51,2.5,42453.31
VEH-00397,1,29252.28,4.0,18609.89,1,35537.81,4.3,20955.54
VEH-00398,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00399,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00400,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00401,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00402,4,138487.62,16.6,33438.1,6,155243.02,21.9,36898.81
VEH-00403,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00404,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00405,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00406,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00407,2,80823.6,5.2,7450.35,2,99085.61,6.9,8800.18
VEH-00408,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00409,1,27131.79,3.3,22941.48,2,33287.35,4.0,29431.81
VEH-00410,2,64980.29,8.1,24560.54,2,74934.26,10.6,26495.16
VEH-00411,1,75735.77,0.6,36606.88,1,92480.46,0.7,42028.57
VEH-00412,1,14088.5,1.2,27827.07,3,15207.25,1.4,36761.26
VEH-00413,3,178206.65,5.8,145296.06,3,231314.53,6.9,162820.73
VEH-00414,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00415,1,28531.36,0.9,12873.65,2,36796.57,1.2,15896.4
VEH-00416,1,22094.8,2.5,33917.41,3,27999.04,3.2,35990.86
VEH-00417,1,17621.18,4.8,15459.27,2,19758.53,5.5,20387.75
VEH-00418,2,108623.46,1.9,23502.25,3,133285.66,2.3,25472.11
VEH-00419,3,141395.8,12.2,21054.47,5,162042.38,13.0,25524.87
VEH-00420,1,12553.72,3.5,59890.52,3,14469.41,4.3,76249.28
VEH-00421,3,136383.11,14.4,21645.14,3,164162.97,19.2,28905.59
VEH-00422,5,154260.64,24.4,89226.63,6,173761.1,25.8,116816.57
VEH-00423,2,41278.79,2.0,42370.02,4,47593.36,2.6,56025.13
VEH-00424,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00425,3,108548.38,8.9,22494.09,5,117863.11,9.5,26782.23
VEH-00426,1,51446.59,2.4,58402.74,1,62700.55,2.6,61839.25
VEH-00427,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00428,1,78441.41,2.0,46190.07,2,101441.17,2.2,53740.14
VEH-00429,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00430,3,36183.58,13.7,77092.34,3,40219.62,15.5,98965.56
VEH-00431,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00432,2,55771.98,4.9,113688.53,4,65464.69,6.1,147385.06
VEH-00433,1,77801.18,3.4,21833.36,2,85509.77,4.2,24787.72
VEH-00434,1,64686.38,4.7,5831.42,2,77837.11,5.9,6768.23
VEH-00435,1,29680.79,2.1,41542.28,3,37386.96,2.5,55781.3
VEH-00436,1,70950.68,3.5,49230.77,2,75594.03,4.6,57574.34
VEH-00437,3,196680.64,10.6,164641.57,4,246468.46,14.7,214855.12
VEH-00438,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00439,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00440,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00441,1,58909.0,1.9,28230.41,3,70431.21,2.5,35163.85
VEH-00442,1,22491.92,1.0,53340.41,1,24197.87,1.1,66313.59
VEH-00443,2,89145.11,7.4,8852.79,3,110103.45,8.6,10491.63
VEH-00444,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00445,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00446,1,68926.15,2.8,4256.59,1,84551.1,3.7,5657.24
VEH-00447,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00448,1,64427.48,3.0,34229.0,1,71497.63,3.8,37779.39
VEH-00449,1,54118.01,4.3,32616.7,1,58745.48,4.9,39131.21
VEH-00450,5,143073.13,3.8,199176.39,5,153425.14,4.1,266065.18
VEH-00451,1,60002.56,1.1,51950.84,2,66872.38,1.3,58475.38
VEH-00452,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00453,2,52961.27,4.1,81777.55,4,66301.65,4.7,95785.97
VEH-00454,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00455,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00456,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00457,1,69983.47,0.9,5408.04,1,88328.1,1.3,5706.98
VEH-00458,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00459,1,67752.54,2.9,23583.21,2,73561.6,3.2,25469.75
VEH-00460,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00461,1,26142.67,4.3,36908.88,2,30223.83,5.6,39835.26
VEH-00462,4,80095.04,17.1,16478.98,5,98249.23,23.9,22044.55
VEH-00463,1,19874.98,2.9,44249.68,2,24870.51,3.4,55085.23
VEH-00464,1,25874.48,3.9,39722.25,1,30659.54,5.0,48517.98
VEH-00465,4,80370.2,11.7,19010.02,5,99201.36,14.4,22747.88
VEH-00466,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00467,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00468,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00469,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00470,1,48644.74,1.2,28316.65,1,53198.44,1.4,37266.25
VEH-00471,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00472,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00473,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00474,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00475,1,60918.68,3.7,8288.34,2,71193.86,4.2,10771.64
VEH-00476,2,63811.95,9.9,31180.48,2,70597.47,11.0,33897.84
VEH-00477,1,53467.57,3.3,46338.66,2,57893.48,3.6,55715.16
VEH-00478,2,65283.09,3.7,35034.42,2,70750.09,4.5,44096.91
VEH-00479,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00480,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00481,1,52301.43,3.5,27790.7,3,66344.18,3.7,32890.06
VEH-00482,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00483,1,24977.72,3.2,59764.45,2,30398.78,3.7,68748.02
VEH-00484,1,29051.41,1.1,33254.38,2,35555.61,1.2,40065.99
VEH-00485,3,183072.49,3.4,176000.68,5,215009.07,4.7,218326.11
VEH-00486,1,11996.93,1.6,57993.73,1,13489.13,1.8,67429.28
VEH-00487,1,58065.09,3.2,13055.25,2,65242.38,4.2,13741.95
VEH-00488,1,68810.42,2.6,51127.47,3,77301.6,3.3,59935.23
VEH-00489,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00490,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00491,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00492,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00493,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00494,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00495,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00496,1,38773.89,3.4,28739.25,2,41231.85,3.8,35466.35
VEH-00497,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00498,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00499,2,31112.64,3.3,37152.01,4,33079.5,3.5,43576.81
VEH-00500,2,77567.79,5.7,92756.76,4,85725.78,6.6,98469.18
VEH-00501,3,189706.93,10.7,9455.24,5,203605.16,12.1,10338.6
VEH-00502,1,36963.77,1.6,30130.81,3,42610.91,1.9,39875.81
VEH-00503,1,29229.39,3.3,52286.78,1,37024.86,4.0,65571.32
VEH-00504,1,15236.48,3.5,18272.56,1,17415.84,3.7,19636.83
VEH-00505,1,8119.69,0.9,30599.35,2,9273.99,1.0,32982.67
VEH-00506,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00507,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00508,1,64915.0,0.6,50824.89,1,80497.53,0.7,53378.51
VEH-00509,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00510,3,112470.34,6.2,86804.7,5,120799.72,8.2,102150.68
VEH-00511,1,46521.05,2.4,12624.75,2,54871.93,2.5,15009.38
VEH-00512,3,209745.36,8.7,9692.11,3,264273.07,9.7,10506.12
VEH-00513,2,130999.31,3.0,33066.46,3,144205.63,3.6,37934.86
VEH-00514,1,76859.86,0.8,12466.85,3,93321.36,0.9,13475.81
VEH-00515,1,57533.75,4.5,32321.5,1,64741.46,4.9,34237.4
VEH-00516,1,66029.97,1.4,40600.0,2,72612.58,1.7,53332.81
VEH-00517,1,19631.9,4.4,59479.69,3,21755.64,5.7,64176.71
VEH-00518,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00519,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00520,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00521,2,130802.41,8.7,12981.55,4,155604.02,9.7,14839.45
VEH-00522,1,9380.69,3.8,33384.65,1,11375.23,4.9,44474.43
VEH-00523,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00524,1,76905.68,5.0,38049.23,3,84173.17,6.4,41943.13
VEH-00525,2,77988.56,9.5,78387.57,2,97564.3,12.6,82424.81
VEH-00526,2,33094.34,5.9,53500.78,3,42845.06,6.3,56641.6
VEH-00527,1,71618.04,2.9,28899.59,1,82956.87,3.1,34433.92
VEH-00528,4,169956.72,7.3,163110.87,5,190861.28,9.3,199856.98
VEH-00529,1,69126.54,1.1,43803.5,1,77626.12,1.3,46976.67
VEH-00530,1,59626.91,3.8,45066.33,3,75592.63,4.2,49233.48
VEH-00531,1,57004.73,0.7,47412.88,1,61718.88,0.9,57237.18
VEH-00532,2,27768.83,2.4,96548.5,2,35963.05,2.5,110187.07
VEH-00533,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00534,2,158850.43,8.0,23197.64,2,193896.89,11.0,28694.4
VEH-00535,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00536,1,15941.96,1.4,37648.33,1,19293.63,1.6,45206.34
VEH-00537,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00538,1,63510.06,4.4,4884.65,3,70497.65,6.0,5791.13
VEH-00539,1,13726.44,2.0,15564.66,3,15816.09,2.7,16648.94
VEH-00540,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00541,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00542,1,5988.3,1.6,48356.4,3,7412.85,2.2,64698.75
VEH-00543,2,38114.33,6.6,114899.44,3,40896.21,9.0,150128.3
VEH-00544,1,27513.18,2.0,23554.58,3,28959.93,2.1,28573.62
VEH-00545,2,127867.81,2.2,42533.47,2,151496.28,2.9,50751.04
VEH-00546,4,179711.28,8.6,79691.67,6,210412.37,10.0,101460.71
VEH-00547,2,121564.37,5.8,8198.48,3,150668.38,7.1,9230.09
VEH-00548,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00549,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00550,1,79107.71,0.6,31570.25,2,96501.74,0.8,37713.79
VEH-00551,1,6485.14,2.3,52839.05,3,7389.65,2.5,66239.21
VEH-00552,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00553,2,141212.42,4.9,78746.57,2,158456.68,5.3,93060.05
VEH-00554,3,103929.38,14.1,89300.94,3,121802.81,15.4,119542.18
VEH-00555,2,106307.32,2.2,107328.97,2,134473.13,2.8,134111.0
VEH-00556,2,63987.94,6.0,34695.9,4,76221.81,7.1,42839.57
VEH-00557,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00558,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00559,2,14104.0,4.1,112658.95,3,15621.82,4.6,126546.29
VEH-00560,1,43709.18,1.0,9515.53,3,46143.16,1.4,12350.5
VEH-00561,1,53130.21,2.1,15070.85,2,66250.36,2.8,18361.75
VEH-00562,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00563,1,74451.24,3.4,10366.37,2,81055.32,4.8,11628.05
VEH-00564,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00565,2,74099.68,9.9,47316.43,2,80833.62,10.6,52428.17
VEH-00566,1,49448.49,2.6,17071.22,1,60073.7,2.9,22448.7
VEH-00567,1,5642.4,3.3,15212.91,3,6482.41,4.4,20227.27
VEH-00568,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00569,1,66191.02,2.1,55823.43,1,78567.74,2.9,74608.4
VEH-00570,1,57734.34,4.8,43157.44,2,74207.6,5.1,56984.33
VEH-00571,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00572,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00573,5,311275.52,6.7,120962.53,7,368939.33,8.7,162995.87
VEH-00574,2,87117.86,6.0,72787.37,2,108903.03,8.4,89520.83
VEH-00575,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00576,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00577,1,56442.75,3.2,40189.78,3,71070.0,4.4,47849.16
VEH-00578,2,32547.95,8.5,56671.02,3,34760.49,11.1,75367.13
VEH-00579,1,51277.51,0.6,33963.16,3,62662.13,0.8,39422.26
VEH-00580,3,231637.63,7.3,12560.06,4,269062.79,8.9,16870.04
VEH-00581,4,50064.25,15.3,51842.61,4,53258.58,20.7,59920.76
VEH-00582,1,63618.38,1.3,54760.92,2,70812.0,1.4,67402.99
VEH-00583,2,148496.54,8.1,16181.0,2,185374.79,9.5,17118.11
VEH-00584,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00585,2,113394.61,1.8,113479.62,3,131685.09,2.4,126957.72
VEH-00586,4,42117.48,16.2,152570.04,4,52530.13,22.5,194670.93
VEH-00587,1,61573.31,3.7,45667.24,2,68697.95,4.7,54891.45
VEH-00588,2,151660.93,9.0,80198.19,3,169088.33,10.4,103218.21
VEH-00589,1,6303.12,0.7,26413.95,1,7482.79,0.8,27774.52
VEH-00590,1,38034.32,3.0,59296.15,1,46333.96,3.5,64885.26
VEH-00591,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00592,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00593,2,154626.58,4.1,73355.94,2,172689.19,5.3,88902.5
VEH-00594,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00595,2,80803.8,7.5,39000.88,3,100137.57,9.9,42685.64
VEH-00596,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00597,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00598,1,71739.88,2.3,15269.95,3,76355.39,2.7,16673.13
VEH-00599,1,20191.38,4.0,23363.78,3,22143.89,5.5,28891.79
VEH-00600,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00601,1,6118.58,2.5,37814.0,1,7683.52,3.4,40178.72
VEH-00602,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00603,1,19405.75,2.2,59230.76,2,20622.32,2.8,63786.62
VEH-00604,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00605,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00606,2,45939.8,9.4,48735.82,3,53980.28,10.0,64027.53
VEH-00607,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00608,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00609,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00610,1,21031.28,3.3,13315.79,3,24591.45,4.1,15938.53
VEH-00611,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00612,1,22415.8,4.4,42850.96,1,23710.24,5.9,54758.18
VEH-00613,1,16926.7,2.3,14110.12,2,18399.6,2.5,18622.13
VEH-00614,3,129827.08,7.0,150719.28,3,159670.51,9.1,170591.35
VEH-00615,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00616,3,115369.88,8.6,174573.58,5,140588.4,11.0,235572.78
VEH-00617,4,237663.3,15.1,122160.53,4,272070.8,18.5,137717.97
VEH-00618,2,155704.79,10.0,27629.45,2,167504.09,12.8,29593.36
VEH-00619,1,41857.39,3.0,13151.59,1,53795.59,4.0,14686.63
VEH-00620,1,72954.09,4.2,31130.66,1,94585.95,5.3,39096.47
VEH-00621,2,49611.34,8.0,95490.0,4,59005.71,10.0,103190.59
VEH-00622,1,32598.9,0.5,47123.2,2,39193.38,0.5,53575.0
VEH-00623,4,114712.81,18.3,30146.43,4,125046.42,21.8,36388.37
VEH-00624,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00625,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00626,1,46106.27,1.4,45621.38,1,56733.45,1.5,48413.57
VEH-00627,1,46694.81,2.2,10939.66,3,54770.52,3.0,14335.37
VEH-00628,1,68593.7,1.2,45842.3,1,73355.19,1.6,58131.1
VEH-00629,1,10691.8,4.3,41129.99,3,12991.28,5.7,47348.68
VEH-00630,2,54253.16,7.3,80785.16,3,61284.58,8.8,85815.82
VEH-00631,3,167655.88,4.6,153108.85,4,178835.68,5.7,186332.06
VEH-00632,1,15305.95,3.6,25389.95,1,16867.53,4.0,32106.93
VEH-00633,2,150729.62,5.1,23591.67,2,183086.87,6.4,25946.53
VEH-00634,1,26087.15,3.0,10657.62,3,32422.61,3.4,12267.09
VEH-00635,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00636,2,124724.76,5.9,61515.78,3,144630.69,6.5,78527.92
VEH-00637,3,105032.96,5.5,74728.42,5,132107.71,6.9,80717.82
VEH-00638,1,79939.15,2.5,52177.5,1,103234.77,2.9,65603.88
VEH-00639,3,56927.89,8.7,82842.51,3,69855.05,10.6,109559.42
VEH-00640,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00641,1,14154.49,1.2,42328.51,3,16752.84,1.6,48732.48
VEH-00642,1,77945.2,2.3,8057.04,3,95548.14,3.1,10858.77
VEH-00643,2,155626.24,2.2,78073.38,3,168397.46,2.6,99032.15
VEH-00644,4,113594.4,3.3,234656.42,5,138823.56,4.6,312870.02
VEH-00645,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00646,2,84580.04,4.6,112047.01,2,109810.92,6.0,131269.88
VEH-00647,1,23015.21,0.7,6196.42,1,24939.02,0.9,6948.06
VEH-00648,2,91579.43,1.8,63770.78,3,111721.94,2.3,82923.45
VEH-00649,1,44061.76,1.1,57290.67,2,49188.0,1.4,74984.75
VEH-00650,2,113777.47,3.9,16052.2,3,126596.6,5.3,19047.34
VEH-00651,1,48306.48,4.5,33347.52,3,57012.7,4.8,39652.43
VEH-00652,2,62726.4,9.0,101830.92,3,70839.07,10.7,128404.4
VEH-00653,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00654,2,19470.09,6.4,112469.25,4,21437.97,8.8,137735.52
VEH-00655,3,191369.71,10.4,24485.77,5,209138.38,13.8,28207.94
VEH-00656,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00657,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00658,2,55971.65,3.2,103808.88,4,66741.6,3.4,136983.04
VEH-00659,2,53626.36,2.3,80589.77,4,65083.86,3.0,102839.64
VEH-00660,2,90483.27,5.5,102325.94,2,96022.69,7.2,133842.22
VEH-00661,2,107776.73,8.4,40115.29,3,113479.72,10.0,52204.82
VEH-00662,2,19921.03,9.1,43379.43,3,24290.0,12.0,55644.76
VEH-00663,1,60692.59,3.5,12215.83,2,73497.73,4.2,13738.06
VEH-00664,1,61174.89,5.0,42537.86,1,76410.06,6.5,52416.98
VEH-00665,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00666,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00667,1,38202.36,1.5,25539.14,1,44370.62,1.8,30223.59
VEH-00668,2,142358.26,5.6,53090.47,4,168259.25,7.6,68249.25
VEH-00669,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00670,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00671,2,34469.66,9.0,54425.75,3,41023.22,11.5,67348.27
VEH-00672,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00673,1,54183.08,0.5,21839.16,2,61124.98,0.6,27383.43
VEH-00674,1,59611.34,2.5,36049.3,2,72236.64,3.0,39194.13
VEH-00675,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00676,2,79769.13,6.0,108498.35,2,90724.38,7.1,134769.51
VEH-00677,1,41214.53,1.6,40880.33,3,48847.69,1.9,54924.84
VEH-00678,1,55403.25,3.7,50905.31,2,60822.02,4.3,58647.25
VEH-00679,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00680,1,19580.27,0.9,9828.87,3,22253.4,1.0,12904.16
VEH-00681,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00682,1,10953.99,2.8,54577.13,3,12793.04,3.9,67395.02
VEH-00683,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00684,1,37958.21,4.0,18350.19,1,42288.12,5.1,19481.51
VEH-00685,1,71795.41,4.6,40372.21,2,91697.44,5.1,43250.2
VEH-00686,3,160053.26,5.4,115274.2,4,205766.02,7.3,145705.65
VEH-00687,2,82342.44,2.2,114569.55,2,96083.56,2.9,132729.84
VEH-00688,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00689,1,60677.48,4.3,57500.41,1,72676.96,5.7,75286.94
VEH-00690,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00691,1,9391.56,3.0,51246.69,2,11035.26,3.2,68834.68
VEH-00692,1,79260.49,4.8,3638.03,1,95333.47,6.2,4350.97
VEH-00693,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00694,1,72342.72,0.8,33323.82,2,83129.21,1.0,37733.03
VEH-00695,3,90830.3,9.8,79010.2,4,108120.03,10.3,87143.99
VEH-00696,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00697,2,154001.19,6.6,16754.04,2,184290.31,7.1,21860.58
VEH-00698,2,126967.27,8.6,15467.51,2,159298.17,10.3,20289.04
VEH-00699,1,21439.2,3.8,53801.46,3,24757.12,5.2,59716.71
VEH-00700,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00701,2,158559.35,1.3,30471.77,2,194172.71,1.7,34000.29
VEH-00702,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00703,1,25534.93,1.0,6316.89,1,30153.27,1.3,6657.81
VEH-00704,2,137962.75,4.7,8507.64,4,162120.26,6.2,10799.98
VEH-00705,1,15384.69,5.0,11051.75,1,17394.99,6.0,14822.29
VEH-00706,1,55549.56,1.0,31116.51,1,67452.16,1.2,41069.38
VEH-00707,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00708,1,14256.11,2.5,13369.6,1,18348.58,2.7,14102.54
VEH-00709,1,54617.67,3.8,38134.61,3,62952.44,4.9,41704.0
VEH-00710,1,32930.78,2.0,46146.44,3,37010.17,2.4,59227.44
VEH-00711,2,96956.34,7.0,60608.35,3,120818.67,7.8,76830.93
VEH-00712,1,66192.22,4.9,35442.39,3,83228.41,6.5,43680.23
VEH-00713,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00714,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00715,2,87541.37,4.1,40961.33,3,108300.25,5.2,55106.8
VEH-00716,3,204657.98,2.4,123628.27,5,265912.02,2.9,148272.56
VEH-00717,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00718,1,70462.91,2.3,46934.39,2,90770.43,3.2,54392.14
VEH-00719,1,15496.04,1.4,35705.96,2,16636.86,1.7,40693.13
VEH-00720,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00721,1,18443.6,3.8,26741.65,2,23736.7,5.2,30132.44
VEH-00722,5,196005.26,11.9,294552.02,7,232209.53,15.2,318814.06
VEH-00723,1,24788.57,5.0,33051.47,1,28371.54,5.4,37664.6
VEH-00724,1,67235.62,1.4,59353.21,2,84332.55,1.7,70238.04
VEH-00725,1,64844.42,0.6,21102.59,1,72715.49,0.7,25892.81
VEH-00726,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00727,3,93092.96,13.0,58653.39,5,116404.7,14.7,62194.93
VEH-00728,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-00729,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00730,1,8611.53,5.0,36335.8,1,9475.5,5.3,48838.69
VEH-00731,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-00732,1,75824.82,3.9,58876.89,3,89366.42,4.2,73503.71
VEH-00733,1,72340.41,2.8,22365.95,2,86952.27,3.3,24171.14
VEH-00734,2,142951.83,2.9,56567.03,4,157371.24,3.1,67198.85
VEH-00735,1,76646.84,1.3,57676.08,2,99176.39,1.6,65520.44
VEH-00736,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-00737,2,159873.85,8.5,32044.55,3,174435.13,11.3,34644.12
