maintenance_id,vehicle_id,maintenance_date,maintenance_type,maintenance_code,cost_inr,downtime_days,description,now_maint_count,now_total_maint_cost,now_avg_parts_cost,now_avg_labor_cost,now_total_downtime_days,future_maint_count,future_total_maint_cost,future_avg_parts_cost,future_avg_labor_cost,future_total_downtime_days
MNT-000162,VEH-00119,2024-06-25,Preventive,EM-001,300.0,8.0,Chassis lubrication,3,900.0,165.0,135.0,30.6,4,1160.72,181.5,148.5,43.0
MNT-000163,VEH-00119,2023-11-09,Preventive,EM-001,300.0,12.2,Engine oil and filter replacement,3,900.0,165.0,135.0,30.6,4,1161.05,181.5,148.5,43.0
MNT-000164,VEH-00119,2024-02-06,Overhaul,OVH-001,300.0,10.4,Tyre rotation and alignment,3,900.0,165.0,135.0,30.6,4,1134.66,181.5,148.5,43.0
MNT-000165,VEH-00120,2023-10-04,Corrective,OVH-002,300.0,9.5,Transmission fluid change,1,300.0,165.0,135.0,9.5,1,338.13,181.5,148.5,12.2
MNT-000166,VEH-00121,2024-03-24,Inspection,CM-002,300.0,13.2,Suspension overhaul,1,300.0,165.0,135.0,13.2,1,405.18,181.5,148.5,19.2
MNT-000167,VEH-00122,2024-04-28,Corrective,EM-001,300.0,13.9,Annual safety inspection,1,300.0,165.0,135.0,13.9,1,358.87,181.5,148.5,21.7
MNT-000168,VEH-00123,2023-10-16,Corrective,CM-001,300.0,8.7,Engine oil and filter replacement,1,300.0,165.0,135.0,8.7,1,346.79,181.5,148.5,12.9
MNT-000169,VEH-00124,2024-05-06,Preventive,OVH-001,300.0,1.7,Coolant flush and refill,2,600.0,165.0,135.0,6.3,3,667.34,181.5,148.5,8.2
MNT-000170,VEH-00124,2022-02-26,Emergency,CM-001,300.0,4.6,Tyre rotation and alignment,2,600.0,165.0,135.0,6.3,3,766.36,181.5,148.5,8.2
MNT-000171,VEH-00125,2023-10-23,Inspection,CM-002,300.0,9.1,Suspension overhaul,2,600.0,165.0,135.0,19.3,2,781.96,181.5,148.5,25.5
MNT-000172,VEH-00125,2024-04-03,Corrective,OVH-001,300.0,10.2,Coolant flush and refill,2,600.0,165.0,135.0,19.3,2,662.99,181.5,148.5,25.5
MNT-000173,VEH-00126,2024-04-16,Corrective,EM-001,300.0,14.3,Brake pad replacement,2,600.0,165.0,135.0,18.6,3,752.18,181.5,148.5,25.1
MNT-000174,VEH-00126,2024-06-02,Inspection,PM-002,300.0,4.3,Chassis lubrication,2,600.0,165.0,135.0,18.6,3,700.77,181.5,148.5,25.1
MNT-000175,VEH-00127,2022-02-25,Overhaul,INS-001,300.0,3.5,Battery check and replacement,1,300.0,165.0,135.0,3.5,1,388.07,181.5,148.5,3.9
MNT-000176,VEH-00128,2023-04-02,Overhaul,PM-001,300.0,8.8,Hydraulic system check,1,300.0,165.0,135.0,8.8,1,345.69,181.5,148.5,12.1
MNT-000177,VEH-00129,2022-11-18,Preventive,PM-002,300.0,2.7,Transmission fluid change,2,600.0,165.0,135.0,16.4,3,784.37,181.5,148.5,23.8
MNT-000178,VEH-00129,2022-06-06,Emergency,EM-001,300.0,13.7,Battery check and replacement,2,600.0,165.0,135.0,16.4,3,729.61,181.5,148.5,23.8
MNT-000179,VEH-00130,2024-02-02,Overhaul,CM-001,300.0,8.4,Annual safety inspection,2,600.0,165.0,135.0,17.4,3,828.61,181.5,148.5,19.4
MNT-000180,VEH-00130,2024-04-02,Emergency,PM-001,300.0,9.0,Chassis lubrication,2,600.0,165.0,135.0,17.4,3,684.75,181.5,148.5,19.4
MNT-000181,VEH-00131,2023-11-01,Emergency,PM-001,300.0,14.8,Coolant flush and refill,2,600.0,165.0,135.0,28.8,3,721.39,181.5,148.5,34.2
MNT-000182,VEH-00131,2022-01-02,Preventive,OVH-001,300.0,14.0,Annual safety inspection,2,600.0,165.0,135.0,28.8,3,680.43,181.5,148.5,34.2
MNT-000183,VEH-00133,2024-06-24,Overhaul,OVH-002,300.0,5.0,Suspension overhaul,2,600.0,165.0,135.0,11.3,3,826.44,181.5,148.5,17.2
MNT-000184,VEH-00133,2024-03-05,Inspection,EM-001,300.0,6.3,Electrical wiring inspection,2,600.0,165.0,135.0,11.3,3,817.92,181.5,148.5,17.2
MNT-000185,VEH-00134,2022-09-01,Overhaul,OVH-001,300.0,3.7,Transmission fluid change,1,300.0,165.0,135.0,3.7,1,353.21,181.5,148.5,5.9
MNT-000186,VEH-00135,2022-08-17,Overhaul,CM-001,300.0,6.8,Coolant flush and refill,1,300.0,165.0,135.0,6.8,1,389.4,181.5,148.5,10.4
MNT-000187,VEH-00136,2023-01-02,Preventive,CM-002,300.0,4.9,Tyre rotation and alignment,1,300.0,165.0,135.0,4.9,1,403.55,181.5,148.5,5.5
MNT-000188,VEH-00137,2022-04-04,Emergency,CM-001,300.0,8.2,Battery check and replacement,1,300.0,165.0,135.0,8.2,1,379.97,181.5,148.5,13.1
MNT-000189,VEH-00138,2023-07-31,Inspection,PM-002,300.0,13.0,Emergency breakdown repair,2,600.0,165.0,135.0,21.1,3,755.34,181.5,148.5,29.4
MNT-000190,VEH-00138,2022-11-11,Inspection,EM-001,300.0,8.1,Transmission fluid change,2,600.0,165.0,135.0,21.1,3,703.53,181.5,148.5,29.4
MNT-000191,VEH-00139,2024-11-18,Corrective,PM-002,300.0,0.8,Hydraulic system check,2,600.0,165.0,135.0,11.3,3,676.76,181.5,148.5,13.5
MNT-000192,VEH-00139,2024-06-03,Inspection,OVH-001,300.0,10.5,Transmission fluid change,2,600.0,165.0,135.0,11.3,3,821.5,181.5,148.5,13.5
MNT-000193,VEH-00140,2022-01-05,Preventive,PM-001,300.0,3.4,Transmission fluid change,1,300.0,165.0,135.0,3.4,1,411.04,181.5,148.5,4.6
MNT-000194,VEH-00141,2023-11-21,Corrective,OVH-001,300.0,1.9,Suspension overhaul,3,900.0,165.0,135.0,28.0,4,1160.94,181.5,148.5,41.2
MNT-000195,VEH-00141,2022-04-06,Emergency,CM-001,300.0,13.4,Hydraulic system check,3,900.0,165.0,135.0,28.0,4,1081.54,181.5,148.5,41.2
MNT-000196,VEH-00141,2022-01-04,Emergency,CM-001,300.0,12.7,Transmission fluid change,3,900.0,165.0,135.0,28.0,4,1084.29,181.5,148.5,41.2
MNT-000197,VEH-00142,2022-05-08,Preventive,OVH-002,300.0,10.6,Transmission fluid change,1,300.0,165.0,135.0,10.6,1,395.34,181.5,148.5,15.3
MNT-000198,VEH-00143,2024-07-25,Inspection,CM-002,300.0,3.1,AC servicing,2,600.0,165.0,135.0,16.400000000000002,2,821.48,181.5,148.5,22.1
MNT-000199,VEH-00143,2024-10-24,Overhaul,OVH-001,300.0,13.3,AC servicing,2,600.0,165.0,135.0,16.400000000000002,2,819.68,181.5,148.5,22.1
MNT-000200,VEH-00144,2023-03-16,Inspection,OVH-001,300.0,1.7,Suspension overhaul,2,600.0,165.0,135.0,8.799999999999999,2,800.38,181.5,148.5,11.8
MNT-000201,VEH-00144,2022-08-22,Overhaul,OVH-001,300.0,7.1,Hydraulic system check,2,600.0,165.0,135.0,8.799999999999999,2,775.57,181.5,148.5,11.8
MNT-000202,VEH-00145,2024-06-07,Overhaul,EM-001,300.0,2.1,Tyre rotation and alignment,1,300.0,165.0,135.0,2.1,1,337.57,181.5,148.5,3.2
MNT-000203,VEH-00147,2023-01-24,Corrective,CM-001,300.0,3.8,Coolant flush and refill,1,300.0,165.0,135.0,3.8,1,344.55,181.5,148.5,5.4
MNT-000204,VEH-00149,2022-07-23,Overhaul,CM-002,300.0,3.2,Tyre rotation and alignment,1,300.0,165.0,135.0,3.2,1,410.87,181.5,148.5,4.5
MNT-000205,VEH-00151,2024-12-18,Inspection,INS-001,300.0,11.6,Engine oil and filter replacement,2,600.0,165.0,135.0,21.5,3,769.16,181.5,148.5,31.7
MNT-000206,VEH-00151,2024-04-11,Inspection,OVH-002,300.0,9.9,Clutch adjustment,2,600.0,165.0,135.0,21.5,3,661.66,181.5,148.5,31.7
MNT-000207,VEH-00152,2024-01-29,Overhaul,CM-001,300.0,13.5,Chassis lubrication,3,900.0,165.0,135.0,30.8,4,1017.4,181.5,148.5,43.0
MNT-000208,VEH-00152,2022-07-25,Emergency,CM-002,300.0,9.5,Emergency breakdown repair,3,900.0,165.0,135.0,30.8,4,1169.15,181.5,148.5,43.0
MNT-000209,VEH-00152,2024-06-29,Inspection,PM-002,300.0,7.8,Battery check and replacement,3,900.0,165.0,135.0,30.8,4,991.37,181.5,148.5,43.0
MNT-000210,VEH-00153,2023-12-23,Overhaul,OVH-001,300.0,8.2,Hydraulic system check,1,300.0,165.0,135.0,8.2,1,344.47,181.5,148.5,11.3
MNT-000211,VEH-00154,2023-09-05,Emergency,OVH-002,300.0,10.3,Coolant flush and refill,2,600.0,165.0,135.0,22.700000000000003,2,758.77,181.5,148.5,25.4
MNT-000212,VEH-00154,2024-03-11,Inspection,INS-001,300.0,12.4,Air filter replacement,2,600.0,165.0,135.0,22.700000000000003,2,784.54,181.5,148.5,25.4
MNT-000213,VEH-00155,2022-12-16,Overhaul,INS-001,300.0,1.9,Suspension overhaul,2,600.0,165.0,135.0,11.0,3,777.35,181.5,148.5,15.8
MNT-000214,VEH-00155,2024-07-06,Corrective,EM-001,300.0,9.1,Transmission fluid change,2,600.0,165.0,135.0,11.0,3,700.37,181.5,148.5,15.8
MNT-000215,VEH-00156,2023-12-05,Emergency,CM-002,300.0,10.2,Engine oil and filter replacement,1,300.0,165.0,135.0,10.2,1,394.1,181.5,148.5,16.3
MNT-000216,VEH-00157,2024-06-29,Emergency,CM-001,300.0,9.3,Emergency breakdown repair,2,600.0,165.0,135.0,15.8,3,702.7,181.5,148.5,21.0
MNT-000217,VEH-00157,2023-07-04,Inspection,CM-001,300.0,6.5,Electrical wiring inspection,2,600.0,165.0,135.0,15.8,3,718.57,181.5,148.5,21.0
MNT-000218,VEH-00158,2022-05-09,Inspection,OVH-001,300.0,8.7,Emergency breakdown repair,3,900.0,165.0,135.0,22.4,3,1191.55,181.5,148.5,29.0
MNT-000219,VEH-00158,2023-09-21,Inspection,EM-001,300.0,10.4,Electrical wiring inspection,3,900.0,165.0,135.0,22.4,3,1165.4,181.5,148.5,29.0
MNT-000220,VEH-00158,2024-04-10,Emergency,PM-002,300.0,3.3,Chassis lubrication,3,900.0,165.0,135.0,22.4,3,1219.29,181.5,148.5,29.0
MNT-000221,VEH-00159,2023-09-12,Preventive,OVH-001,300.0,4.7,Emergency breakdown repair,2,600.0,165.0,135.0,13.6,3,778.37,181.5,148.5,19.7
MNT-000222,VEH-00159,2024-11-28,Emergency,CM-002,300.0,8.9,Battery check and replacement,2,600.0,165.0,135.0,13.6,3,762.3,181.5,148.5,19.7
MNT-000223,VEH-00160,2024-02-19,Emergency,PM-001,300.0,5.1,Transmission fluid change,2,600.0,165.0,135.0,8.1,2,676.86,181.5,148.5,11.2
MNT-000224,VEH-00160,2024-11-20,Inspection,PM-001,300.0,3.0,Brake pad replacement,2,600.0,165.0,135.0,8.1,2,726.19,181.5,148.5,11.2
MNT-000225,VEH-00162,2022-12-02,Inspection,CM-001,300.0,1.1,Air filter replacement,1,300.0,165.0,135.0,1.1,1,353.87,181.5,148.5,1.6
MNT-000226,VEH-00163,2023-08-17,Overhaul,PM-001,300.0,8.4,Fuel system cleaning,2,600.0,165.0,135.0,20.1,3,703.92,181.5,148.5,31.0
MNT-000227,VEH-00163,2024-12-30,Emergency,INS-001,300.0,11.7,Engine oil and filter replacement,2,600.0,165.0,135.0,20.1,3,835.14,181.5,148.5,31.0
MNT-000228,VEH-00164,2023-01-25,Preventive,INS-001,300.0,10.2,Hydraulic system check,1,300.0,165.0,135.0,10.2,1,365.38,181.5,148.5,14.0
MNT-000229,VEH-00165,2024-08-28,Emergency,PM-002,300.0,6.5,Hydraulic system check,1,300.0,165.0,135.0,6.5,1,410.28,181.5,148.5,9.7
MNT-000230,VEH-00166,2022-01-30,Corrective,OVH-002,300.0,13.8,Brake pad replacement,3,900.0,165.0,135.0,25.5,4,1160.41,181.5,148.5,31.1
MNT-000231,VEH-00166,2022-01-02,Corrective,PM-001,300.0,10.9,Air filter replacement,3,900.0,165.0,135.0,25.5,4,1204.6,181.5,148.5,31.1
MNT-000232,VEH-00166,2022-07-28,Overhaul,INS-001,300.0,0.8,Radiator flush,3,900.0,165.0,135.0,25.5,4,1125.71,181.5,148.5,31.1
MNT-000233,VEH-00167,2024-03-04,Emergency,PM-002,300.0,11.6,AC servicing,3,900.0,165.0,135.0,23.2,4,1145.76,181.5,148.5,29.1
MNT-000234,VEH-00167,2024-06-16,Overhaul,EM-001,300.0,8.8,Chassis lubrication,3,900.0,165.0,135.0,23.2,4,1122.98,181.5,148.5,29.1
MNT-000235,VEH-00167,2024-09-09,Preventive,PM-002,300.0,2.8,Brake pad replacement,3,900.0,165.0,135.0,23.2,4,1042.72,181.5,148.5,29.1
MNT-000236,VEH-00168,2022-03-05,Preventive,CM-002,300.0,13.4,Battery check and replacement,1,300.0,165.0,135.0,13.4,1,395.02,181.5,148.5,15.6
MNT-000237,VEH-00169,2022-04-08,Corrective,EM-001,300.0,4.9,Fuel system cleaning,1,300.0,165.0,135.0,4.9,1,355.27,181.5,148.5,6.0
MNT-000238,VEH-00170,2022-09-27,Overhaul,PM-001,300.0,4.5,Suspension overhaul,3,900.0,165.0,135.0,12.7,4,996.57,181.5,148.5,14.5
MNT-000239,VEH-00170,2024-05-14,Overhaul,OVH-001,300.0,5.9,Electrical wiring inspection,3,900.0,165.0,135.0,12.7,4,1164.28,181.5,148.5,14.5
MNT-000240,VEH-00170,2022-03-21,Inspection,CM-001,300.0,2.3,Suspension overhaul,3,900.0,165.0,135.0,12.7,4,1037.82,181.5,148.5,14.5
MNT-000241,VEH-00171,2023-12-06,Overhaul,OVH-001,300.0,2.5,Clutch adjustment,1,300.0,165.0,135.0,2.5,1,414.64,181.5,148.5,3.2
MNT-000242,VEH-00172,2023-01-01,Corrective,CM-001,300.0,0.6,Hydraulic system check,1,300.0,165.0,135.0,0.6,1,415.85,181.5,148.5,0.8
MNT-000243,VEH-00173,2023-03-18,Emergency,OVH-002,300.0,4.2,Electrical wiring inspection,3,900.0,165.0,135.0,19.8,4,1237.01,181.5,148.5,28.5
MNT-000244,VEH-00173,2024-09-10,Inspection,EM-001,300.0,10.4,Suspension overhaul,3,900.0,165.0,135.0,19.8,4,1089.94,181.5,148.5,28.5
MNT-000245,VEH-00173,2024-02-02,Overhaul,CM-002,300.0,5.2,Battery check and replacement,3,900.0,165.0,135.0,19.8,4,994.17,181.5,148.5,28.5
MNT-000246,VEH-00174,2023-04-20,Overhaul,CM-002,300.0,7.6,Tyre rotation and alignment,3,900.0,165.0,135.0,21.3,4,1240.65,181.5,148.5,31.3
MNT-000247,VEH-00174,2022-10-08,Emergency,INS-001,300.0,3.7,Transmission fluid change,3,900.0,165.0,135.0,21.3,4,1105.61,181.5,148.5,31.3
MNT-000248,VEH-00174,2022-04-26,Preventive,CM-002,300.0,10.0,Tyre rotation and alignment,3,900.0,165.0,135.0,21.3,4,1251.0,181.5,148.5,31.3
MNT-000249,VEH-00175,2022-05-20,Inspection,CM-002,300.0,9.8,Emergency breakdown repair,1,300.0,165.0,135.0,9.8,1,416.73,181.5,148.5,13.6
MNT-000250,VEH-00177,2024-10-10,Corrective,OVH-001,300.0,8.3,Hydraulic system check,2,600.0,165.0,135.0,13.5,2,813.54,181.5,148.5,16.1
MNT-000251,VEH-00177,2023-12-11,Overhaul,INS-001,300.0,5.2,Suspension overhaul,2,600.0,165.0,135.0,13.5,2,713.0,181.5,148.5,16.1
MNT-000252,VEH-00178,2022-12-17,Corrective,EM-001,300.0,12.7,Coolant flush and refill,2,600.0,165.0,135.0,20.5,3,729.32,181.5,148.5,25.5
MNT-000253,VEH-00178,2023-10-03,Preventive,OVH-001,300.0,7.8,Annual safety inspection,2,600.0,165.0,135.0,20.5,3,813.2,181.5,148.5,25.5
MNT-000254,VEH-00180,2024-01-25,Overhaul,PM-002,300.0,1.3,Brake pad replacement,1,300.0,165.0,135.0,1.3,1,358.52,181.5,148.5,1.7
MNT-000255,VEH-00182,2024-12-19,Preventive,INS-001,300.0,1.8,Emergency breakdown repair,3,900.0,165.0,135.0,21.6,4,1035.76,181.5,148.5,32.3
MNT-000256,VEH-00182,2024-07-19,Emergency,EM-001,300.0,11.6,AC servicing,3,900.0,165.0,135.0,21.6,4,1140.34,181.5,148.5,32.3
MNT-000257,VEH-00182,2024-01-01,Corrective,EM-001,300.0,8.2,Electrical wiring inspection,3,900.0,165.0,135.0,21.6,4,1242.76,181.5,148.5,32.3
MNT-000258,VEH-00184,2022-08-18,Inspection,PM-002,300.0,4.9,Emergency breakdown repair,3,900.0,165.0,135.0,15.0,4,1177.93,181.5,148.5,17.5
MNT-000259,VEH-00184,2023-02-13,Emergency,EM-001,300.0,9.2,Brake pad replacement,3,900.0,165.0,135.0,15.0,4,1143.92,181.5,148.5,17.5
MNT-000260,VEH-00184,2023-11-14,Corrective,OVH-002,300.0,0.9,AC servicing,3,900.0,165.0,135.0,15.0,4,1016.24,181.5,148.5,17.5
MNT-000261,VEH-00187,2022-09-13,Overhaul,CM-002,300.0,13.2,Tyre rotation and alignment,1,300.0,165.0,135.0,13.2,1,385.35,181.5,148.5,15.4
MNT-000262,VEH-00188,2023-02-16,Corrective,CM-001,300.0,1.0,Annual safety inspection,1,300.0,165.0,135.0,1.0,1,419.1,181.5,148.5,1.3
MNT-000263,VEH-00190,2024-11-02,Overhaul,CM-001,300.0,8.6,Radiator flush,2,600.0,165.0,135.0,13.2,2,685.22,181.5,148.5,20.5
MNT-000264,VEH-00190,2022-12-23,Inspection,OVH-002,300.0,4.6,Clutch adjustment,2,600.0,165.0,135.0,13.2,2,753.3,181.5,148.5,20.5
MNT-000265,VEH-00193,2023-01-12,Emergency,PM-002,300.0,2.3,Electrical wiring inspection,1,300.0,165.0,135.0,2.3,1,408.96,181.5,148.5,2.6
MNT-000266,VEH-00194,2024-04-16,Emergency,CM-002,300.0,11.1,Annual safety inspection,1,300.0,165.0,135.0,11.1,1,396.67,181.5,148.5,13.6
MNT-000267,VEH-00197,2024-11-14,Preventive,PM-002,300.0,13.0,Radiator flush,3,900.0,165.0,135.0,40.1,4,1178.19,181.5,148.5,62.0
MNT-000268,VEH-00197,2024-05-20,Inspection,CM-002,300.0,13.1,Annual safety inspection,3,900.0,165.0,135.0,40.1,4,1179.67,181.5,148.5,62.0
MNT-000269,VEH-00197,2022-06-29,Inspection,OVH-002,300.0,14.0,Air filter replacement,3,900.0,165.0,135.0,40.1,4,1087.06,181.5,148.5,62.0
MNT-000270,VEH-00198,2022-05-14,Emergency,CM-002,300.0,6.2,Fuel system cleaning,2,600.0,165.0,135.0,11.7,3,712.85,181.5,148.5,14.6
MNT-000271,VEH-00198,2024-02-10,Inspection,EM-001,300.0,5.5,Engine oil and filter replacement,2,600.0,165.0,135.0,11.7,3,805.69,181.5,148.5,14.6
MNT-000272,VEH-00199,2022-03-17,Preventive,PM-001,300.0,8.5,Annual safety inspection,1,300.0,165.0,135.0,8.5,1,402.91,181.5,148.5,10.2
MNT-000273,VEH-00200,2023-04-12,Overhaul,PM-001,300.0,3.9,Suspension overhaul,1,300.0,165.0,135.0,3.9,1,408.04,181.5,148.5,5.0
MNT-000274,VEH-00201,2022-12-02,Preventive,PM-002,300.0,6.4,Chassis lubrication,2,600.0,165.0,135.0,12.6,2,824.38,181.5,148.5,17.6
MNT-000275,VEH-00201,2023-08-18,Emergency,CM-001,300.0,6.2,Chassis lubrication,2,600.0,165.0,135.0,12.6,2,752.04,181.5,148.5,17.6
MNT-000276,VEH-00203,2024-11-24,Emergency,OVH-002,300.0,6.9,Radiator flush,1,300.0,165.0,135.0,6.9,1,375.14,181.5,148.5,8.6
MNT-000277,VEH-00205,2024-10-01,Emergency,INS-001,300.0,2.3,Chassis lubrication,2,600.0,165.0,135.0,3.8,2,803.69,181.5,148.5,5.8
MNT-000278,VEH-00205,2022-08-16,Overhaul,PM-001,300.0,1.5,Emergency breakdown repair,2,600.0,165.0,135.0,3.8,2,776.99,181.5,148.5,5.8
MNT-000279,VEH-00206,2022-06-01,Corrective,EM-001,300.0,3.2,Emergency breakdown repair,3,900.0,165.0,135.0,26.6,4,1179.53,181.5,148.5,31.7
MNT-000280,VEH-00206,2022-06-17,Inspection,PM-001,300.0,11.4,Chassis lubrication,3,900.0,165.0,135.0,26.6,4,1204.86,181.5,148.5,31.7
MNT-000281,VEH-00206,2023-09-05,Emergency,INS-001,300.0,12.0,AC servicing,3,900.0,165.0,135.0,26.6,4,1230.3,181.5,148.5,31.7
MNT-000282,VEH-00207,2024-05-21,Inspection,CM-001,300.0,6.2,Chassis lubrication,3,900.0,165.0,135.0,28.8,4,1081.26,181.5,148.5,39.6
MNT-000283,VEH-00207,2022-08-03,Preventive,CM-001,300.0,9.8,AC servicing,3,900.0,165.0,135.0,28.8,4,1091.41,181.5,148.5,39.6
MNT-000284,VEH-00207,2024-12-17,Overhaul,INS-001,300.0,12.8,Battery check and replacement,3,900.0,165.0,135.0,28.8,4,1015.38,181.5,148.5,39.6
MNT-000285,VEH-00208,2022-06-17,Overhaul,CM-002,300.0,14.8,Tyre rotation and alignment,2,600.0,165.0,135.0,15.6,2,764.09,181.5,148.5,22.1
MNT-000286,VEH-00208,2023-07-18,Emergency,PM-001,300.0,0.8,Transmission fluid change,2,600.0,165.0,135.0,15.6,2,666.47,181.5,148.5,22.1
MNT-000287,VEH-00209,2022-08-04,Inspection,OVH-002,300.0,5.9,Coolant flush and refill,2,600.0,165.0,135.0,17.8,2,743.81,181.5,148.5,25.3
MNT-000288,VEH-00209,2024-05-20,Inspection,CM-002,300.0,11.9,Tyre rotation and alignment,2,600.0,165.0,135.0,17.8,2,757.68,181.5,148.5,25.3
MNT-000289,VEH-00210,2023-10-04,Overhaul,PM-001,300.0,7.2,Engine oil and filter replacement,2,600.0,165.0,135.0,8.0,2,711.58,181.5,148.5,10.5
MNT-000290,VEH-00210,2023-10-15,Corrective,CM-001,300.0,0.8,Battery check and replacement,2,600.0,165.0,135.0,8.0,2,766.35,181.5,148.5,10.5
MNT-000291,VEH-00212,2022-09-07,Overhaul,CM-002,300.0,1.7,Hydraulic system check,1,300.0,165.0,135.0,1.7,1,332.75,181.5,148.5,2.0
MNT-000292,VEH-00214,2024-12-26,Corrective,OVH-002,300.0,9.9,Suspension overhaul,1,300.0,165.0,135.0,9.9,1,333.36,181.5,148.5,12.1
MNT-000293,VEH-00216,2023-12-17,Preventive,CM-002,300.0,1.1,Brake pad replacement,1,300.0,165.0,135.0,1.1,1,404.03,181.5,148.5,1.4
MNT-000294,VEH-00217,2024-12-23,Emergency,PM-002,300.0,10.9,Brake pad replacement,1,300.0,165.0,135.0,10.9,1,362.42,181.5,148.5,17.4
MNT-000295,VEH-00218,2023-08-04,Emergency,PM-001,300.0,4.8,Emergency breakdown repair,1,300.0,165.0,135.0,4.8,1,341.44,181.5,148.5,7.0
MNT-000296,VEH-00219,2023-02-28,Inspection,PM-002,300.0,14.0,Chassis lubrication,3,900.0,165.0,135.0,25.7,4,1131.01,181.5,148.5,38.9
MNT-000297,VEH-00219,2024-10-13,Corrective,OVH-001,300.0,2.5,Emergency breakdown repair,3,900.0,165.0,135.0,25.7,4,1197.9,181.5,148.5,38.9
MNT-000298,VEH-00219,2022-06-11,Corrective,INS-001,300.0,9.2,Hydraulic system check,3,900.0,165.0,135.0,25.7,4,1048.27,181.5,148.5,38.9
MNT-000299,VEH-00220,2023-03-05,Emergency,CM-002,300.0,1.4,Engine oil and filter replacement,3,900.0,165.0,135.0,20.2,3,1158.18,181.5,148.5,28.5
MNT-000300,VEH-00220,2023-11-15,Overhaul,INS-001,300.0,14.7,Clutch adjustment,3,900.0,165.0,135.0,20.2,3,1013.04,181.5,148.5,28.5
MNT-000301,VEH-00220,2022-07-05,Emergency,EM-001,300.0,4.1,Suspension overhaul,3,900.0,165.0,135.0,20.2,3,1003.95,181.5,148.5,28.5
MNT-000302,VEH-00221,2024-03-01,Inspection,CM-002,300.0,8.7,Radiator flush,1,300.0,165.0,135.0,8.7,1,377.82,181.5,148.5,11.4
MNT-000303,VEH-00222,2023-12-12,Preventive,PM-002,300.0,4.1,Brake pad replacement,1,300.0,165.0,135.0,4.1,1,378.66,181.5,148.5,6.1
MNT-000304,VEH-00223,2022-10-02,Overhaul,CM-002,300.0,3.1,Engine oil and filter replacement,2,600.0,165.0,135.0,13.0,3,774.74,181.5,148.5,19.4
MNT-000305,VEH-00223,2022-11-21,Overhaul,OVH-001,300.0,9.9,Clutch adjustment,2,600.0,165.0,135.0,13.0,3,790.7,181.5,148.5,19.4
MNT-000306,VEH-00224,2022-01-10,Emergency,CM-002,300.0,8.1,Air filter replacement,2,600.0,165.0,135.0,18.5,3,835.65,181.5,148.5,28.4
MNT-000307,VEH-00224,2023-06-07,Emergency,PM-002,300.0,10.4,Tyre rotation and alignment,2,600.0,165.0,135.0,18.5,3,752.93,181.5,148.5,28.4
MNT-000308,VEH-00225,2022-03-13,Preventive,OVH-002,300.0,5.2,AC servicing,1,300.0,165.0,135.0,5.2,1,359.07,181.5,148.5,6.4
MNT-000309,VEH-00226,2023-11-17,Overhaul,EM-001,300.0,4.4,Radiator flush,3,900.0,165.0,135.0,20.4,4,1204.7,181.5,148.5,25.0
MNT-000310,VEH-00226,2022-09-12,Preventive,CM-002,300.0,8.4,Coolant flush and refill,3,900.0,165.0,135.0,20.4,4,1063.12,181.5,148.5,25.0
MNT-000311,VEH-00226,2024-10-01,Corrective,PM-001,300.0,7.6,AC servicing,3,900.0,165.0,135.0,20.4,4,1108.52,181.5,148.5,25.0
MNT-000312,VEH-00228,2024-05-14,Corrective,PM-002,300.0,4.3,Fuel system cleaning,2,600.0,165.0,135.0,16.3,3,674.12,181.5,148.5,22.7
MNT-000313,VEH-00228,2024-07-17,Preventive,CM-002,300.0,12.0,Engine oil and filter replacement,2,600.0,165.0,135.0,16.3,3,664.56,181.5,148.5,22.7
MNT-000314,VEH-00229,2024-04-23,Overhaul,PM-001,300.0,6.3,Engine oil and filter replacement,3,900.0,165.0,135.0,18.1,4,1249.92,181.5,148.5,27.0
MNT-000315,VEH-00229,2022-12-22,Corrective,EM-001,300.0,7.9,Fuel system cleaning,3,900.0,165.0,135.0,18.1,4,1215.71,181.5,148.5,27.0
MNT-000316,VEH-00229,2023-10-18,Emergency,PM-002,300.0,3.9,Suspension overhaul,3,900.0,165.0,135.0,18.1,4,1177.91,181.5,148.5,27.0
MNT-000317,VEH-00230,2024-07-18,Corrective,OVH-002,300.0,4.4,AC servicing,1,300.0,165.0,135.0,4.4,1,366.81,181.5,148.5,6.8
MNT-000318,VEH-00231,2022-02-13,Inspection,PM-002,300.0,11.5,Fuel system cleaning,2,600.0,165.0,135.0,20.6,2,691.19,181.5,148.5,32.8
MNT-000319,VEH-00231,2022-03-13,Corrective,EM-001,300.0,9.1,Chassis lubrication,2,600.0,165.0,135.0,20.6,2,688.16,181.5,148.5,32.8
MNT-000320,VEH-00233,2022-05-14,Overhaul,OVH-002,300.0,7.3,Radiator flush,2,600.0,165.0,135.0,11.9,2,705.04,181.5,148.5,18.7
MNT-000321,VEH-00233,2024-11-14,Corrective,CM-002,300.0,4.6,Annual safety inspection,2,600.0,165.0,135.0,11.9,2,758.86,181.5,148.5,18.7
MNT-000322,VEH-00234,2024-07-09,Preventive,EM-001,300.0,10.9,Engine oil and filter replacement,2,600.0,165.0,135.0,20.6,3,788.63,181.5,148.5,31.8
MNT-000323,VEH-00234,2022-08-19,Emergency,CM-002,300.0,9.7,Clutch adjustment,2,600.0,165.0,135.0,20.6,3,778.84,181.5,148.5,31.8
