vehicle_id,vehicle_type,make,model_name,model_year,department,fuel_type,purchase_price_inr,odometer_km,vehicle_age_yrs,status_now,status_future,fleet_degradation_now,fleet_degradation_future
VEH-00228,Fire Engine,Ashok Leyland,Dost Strong,2019,FIRE DEPARTMENT,CNG,5839000,80753,5,Under Maintenance,Under Maintenance,0.5351,0.5879
VEH-00229,Garbage Truck,Ashok Leyland,Captain 3520,2023,PUBLIC WORKS,Diesel,1076000,54100,1,Active,Active,0.3189,0.4175
VEH-00230,SUV,Toyota,Innova Crysta,2016,POLICE DEPARTMENT,Petrol,3777000,102922,8,In Service,Under Maintenance,0.6017,0.6473
VEH-00231,SUV,Toyota,Innova Crysta,2023,POLICE DEPARTMENT,CNG,5770000,5000,1,In Service,In Service,0.1405,0.2493
VEH-00232,Water Tender,Tata,ULTRA 812,2017,FIRE DEPARTMENT,CNG,2990000,35231,7,In Service,Under Maintenance,0.2583,0.3248
VEH-00233,Water Tender,Tata,ULTRA 812,2014,FIRE DEPARTMENT,Diesel,3636000,35533,10,Under Maintenance,Under Maintenance,0.2668,0.309
VEH-00234,Water Tender,Tata,ULTRA 812,2012,FIRE DEPARTMENT,CNG,1365000,90810,12,Active,Active,0.4638,0.4969
VEH-00235,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2020,WATER DEPARTMENT,Diesel,3888000,96473,4,In Service,Under Maintenance,0.5632,0.6552
VEH-00236,Prison Van,Tata,Winger,2020,POLICE DEPARTMENT,Petrol,2811000,78518,4,Under Maintenance,Under Maintenance,0.4435,0.5571
VEH-00238,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2015,WATER DEPARTMENT,Diesel,3400000,93495,9,In Service,In Service,0.4216,0.5303
VEH-00239,Prison Van,Tata,Winger,2018,POLICE DEPARTMENT,Diesel,1358000,43260,6,Active,Active,0.2401,0.3051
VEH-00240,Water Tanker,Tata,TIPPER 1618,2013,WATER DEPARTMENT,Diesel,1623000,72735,11,In Service,In Service,0.4303,0.5419
VEH-00241,Road Roller,CASE,SV210D,2023,PUBLIC WORKS,Diesel,5392000,43478,1,Active,Active,0.2709,0.3589
VEH-00242,Dump Truck,BharatBenz,1617R,2014,PUBLIC WORKS,Diesel,3912000,83719,10,Active,Active,0.485,0.5207
VEH-00243,Road Roller,CASE,SV210D,2017,PUBLIC WORKS,Petrol,1165000,53920,7,In Service,In Service,0.2807,0.3261
VEH-00244,Rescue Van,Force Motors,Traveller,2022,FIRE DEPARTMENT,Diesel,2389000,44457,2,In Service,In Service,0.2615,0.3262
VEH-00245,Inspection Van,Maruti Suzuki,Eeco,2019,WATER DEPARTMENT,Diesel,4736000,72785,5,In Service,In Service,0.4478,0.5053
VEH-00246,Tipper Truck,Tata,Prima 3130.K,2012,PUBLIC WORKS,Diesel,3814000,72126,12,In Service,Under Maintenance,0.3983,0.4586
VEH-00247,Water Tender,Tata,ULTRA 812,2015,FIRE DEPARTMENT,Diesel,5369000,75930,9,Active,Active,0.3681,0.4643
VEH-00248,Street Sweeper,Tata,LPT 1613,2012,PUBLIC WORKS,Diesel,2292000,122380,12,Under Maintenance,Under Maintenance,0.6747,0.71
VEH-00249,Street Sweeper,Tata,LPT 1613,2013,PUBLIC WORKS,Petrol,5339000,98950,11,Active,Active,0.5759,0.6604
VEH-00250,Dump Truck,BharatBenz,1617R,2019,PUBLIC WORKS,Diesel,3007000,15526,5,In Service,Under Maintenance,0.0787,0.139
VEH-00252,Fire Engine,Ashok Leyland,Dost Strong,2020,FIRE DEPARTMENT,Diesel,5207000,35771,4,In Service,In Service,0.2102,0.2453
VEH-00253,Tipper Truck,Tata,Prima 3130.K,2013,PUBLIC WORKS,Electric,5593000,83308,11,Active,In Service,0.5026,0.62
VEH-00255,Water Tanker,Tata,TIPPER 1618,2020,WATER DEPARTMENT,CNG,4669000,45716,4,Active,Active,0.1923,0.2614
VEH-00256,Rescue Van,Force Motors,Traveller,2020,FIRE DEPARTMENT,Petrol,4953000,26327,4,Under Maintenance,Under Maintenance,0.1704,0.2776
VEH-00257,Garbage Truck,Ashok Leyland,Captain 3520,2017,PUBLIC WORKS,CNG,3702000,52008,7,In Service,In Service,0.3273,0.3863
VEH-00258,Patrol Car,Maruti Suzuki,Swift Dzire,2014,POLICE DEPARTMENT,Petrol,2836000,82702,10,In Service,In Service,0.4568,0.5633
VEH-00259,Water Tender,Tata,ULTRA 812,2016,FIRE DEPARTMENT,Electric,2914000,51530,8,Active,Active,0.3518,0.4685
VEH-00260,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2013,WATER DEPARTMENT,Petrol,3028000,78643,11,Under Maintenance,Under Maintenance,0.4684,0.5094
VEH-00261,Patrol Car,Maruti Suzuki,Swift Dzire,2018,POLICE DEPARTMENT,CNG,3426000,74579,6,Under Maintenance,Under Maintenance,0.4481,0.521
VEH-00262,Tipper Truck,Tata,Prima 3130.K,2021,PUBLIC WORKS,CNG,4324000,25273,3,Active,In Service,0.1512,0.202
VEH-00263,Water Tanker,Tata,TIPPER 1618,2022,WATER DEPARTMENT,Petrol,2704000,54138,2,In Service,Under Maintenance,0.2122,0.3112
VEH-00264,Aerial Ladder Truck,Tata,LPT 2518,2019,FIRE DEPARTMENT,Diesel,4345000,104458,5,Under Maintenance,Under Maintenance,0.5064,0.5461
VEH-00265,Garbage Truck,Ashok Leyland,Captain 3520,2017,PUBLIC WORKS,Diesel,2549000,26683,7,In Service,In Service,0.2176,0.3174
VEH-00266,Patrol Car,Maruti Suzuki,Swift Dzire,2019,POLICE DEPARTMENT,CNG,3775000,87647,5,In Service,Under Maintenance,0.4859,0.5767
VEH-00267,SUV,Toyota,Innova Crysta,2013,POLICE DEPARTMENT,Diesel,4227000,28855,11,Active,Active,0.1909,0.2778
VEH-00268,Prison Van,Tata,Winger,2014,POLICE DEPARTMENT,Petrol,2838000,115689,10,In Service,In Service,0.6311,0.7002
VEH-00271,SUV,Toyota,Innova Crysta,2023,POLICE DEPARTMENT,Petrol,3275000,40564,1,Active,Active,0.2298,0.2841
VEH-00272,Tipper Truck,Tata,Prima 3130.K,2012,PUBLIC WORKS,Petrol,5071000,27275,12,Active,Active,0.1808,0.2931
VEH-00273,Tipper Truck,Tata,Prima 3130.K,2018,PUBLIC WORKS,Diesel,2354000,21038,6,In Service,Under Maintenance,0.1506,0.2203
VEH-00274,Garbage Truck,Ashok Leyland,Captain 3520,2017,PUBLIC WORKS,Diesel,2182000,73792,7,Active,In Service,0.4026,0.4689
VEH-00275,Fire Engine,Ashok Leyland,Dost Strong,2019,FIRE DEPARTMENT,Diesel,4817000,39562,5,In Service,Under Maintenance,0.2621,0.2963
VEH-00276,Water Tender,Tata,ULTRA 812,2018,FIRE DEPARTMENT,Petrol,2468000,27603,6,Active,Active,0.182,0.2916
VEH-00277,Motorcycle,Royal Enfield,Bullet 350,2015,POLICE DEPARTMENT,Diesel,2823000,72046,9,Active,Active,0.3825,0.4803
VEH-00278,Motorcycle,Royal Enfield,Bullet 350,2014,POLICE DEPARTMENT,Petrol,5071000,104845,10,In Service,Under Maintenance,0.6377,0.6759
VEH-00279,SUV,Toyota,Innova Crysta,2014,POLICE DEPARTMENT,Petrol,1134000,86013,10,In Service,In Service,0.4705,0.514
VEH-00280,Motorcycle,Royal Enfield,Bullet 350,2015,POLICE DEPARTMENT,Electric,5661000,43403,9,Active,Active,0.2203,0.2615
VEH-00281,Street Sweeper,Tata,LPT 1613,2020,PUBLIC WORKS,Diesel,1827000,52225,4,Under Maintenance,Under Maintenance,0.3579,0.4467
VEH-00283,Water Tender,Tata,ULTRA 812,2013,FIRE DEPARTMENT,Diesel,4823000,94652,11,In Service,In Service,0.5226,0.6421
VEH-00284,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2016,WATER DEPARTMENT,Diesel,1431000,53904,8,Active,Active,0.2611,0.3428
VEH-00285,Rescue Van,Force Motors,Traveller,2012,FIRE DEPARTMENT,Diesel,1532000,82615,12,Active,In Service,0.4751,0.5834
VEH-00286,Inspection Van,Maruti Suzuki,Eeco,2015,WATER DEPARTMENT,CNG,1275000,95550,9,In Service,In Service,0.5772,0.6729
VEH-00287,Rescue Van,Force Motors,Traveller,2013,FIRE DEPARTMENT,Diesel,3946000,69125,11,Active,Active,0.4363,0.4685
VEH-00288,Fire Engine,Ashok Leyland,Dost Strong,2019,FIRE DEPARTMENT,Diesel,5177000,31306,5,Active,In Service,0.236,0.3039
VEH-00290,Prison Van,Tata,Winger,2016,POLICE DEPARTMENT,CNG,2854000,54328,8,Active,In Service,0.343,0.4587
VEH-00291,Water Tanker,Tata,TIPPER 1618,2022,WATER DEPARTMENT,Diesel,4336000,47255,2,Active,Active,0.2155,0.2759
VEH-00292,Water Tanker,Tata,TIPPER 1618,2015,WATER DEPARTMENT,Diesel,2387000,62140,9,Active,In Service,0.342,0.4338
VEH-00293,Tipper Truck,Tata,Prima 3130.K,2016,PUBLIC WORKS,Diesel,1811000,121897,8,Under Maintenance,Under Maintenance,0.6617,0.7448
VEH-00295,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2016,WATER DEPARTMENT,CNG,4454000,91144,8,Active,In Service,0.5148,0.5503
VEH-00296,Aerial Ladder Truck,Tata,LPT 2518,2022,FIRE DEPARTMENT,Diesel,5611000,42653,2,In Service,Under Maintenance,0.1807,0.2945
VEH-00297,Motorcycle,Royal Enfield,Bullet 350,2014,POLICE DEPARTMENT,Diesel,4862000,17479,10,In Service,In Service,0.1746,0.294
VEH-00298,Water Tanker,Tata,TIPPER 1618,2018,WATER DEPARTMENT,Diesel,2609000,103235,6,Active,In Service,0.5749,0.6548
VEH-00299,SUV,Toyota,Innova Crysta,2014,POLICE DEPARTMENT,Petrol,932000,42705,10,Active,Active,0.3035,0.3483
VEH-00300,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2013,WATER DEPARTMENT,Diesel,3229000,18307,11,Active,Active,0.1836,0.2919
VEH-00301,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2014,WATER DEPARTMENT,CNG,2710000,64167,10,Active,Active,0.4179,0.5061
VEH-00302,Aerial Ladder Truck,Tata,LPT 2518,2022,FIRE DEPARTMENT,Diesel,3426000,115652,2,Active,Active,0.558,0.6441
VEH-00303,Water Tender,Tata,ULTRA 812,2014,FIRE DEPARTMENT,Diesel,864000,71253,10,In Service,In Service,0.4145,0.5242
VEH-00304,Motorcycle,Royal Enfield,Bullet 350,2019,POLICE DEPARTMENT,Diesel,3574000,90514,5,In Service,In Service,0.4988,0.5947
VEH-00305,Patrol Car,Maruti Suzuki,Swift Dzire,2015,POLICE DEPARTMENT,CNG,2948000,54766,9,Active,Active,0.2372,0.35
VEH-00306,Tipper Truck,Tata,Prima 3130.K,2014,PUBLIC WORKS,Petrol,4338000,74212,10,Active,Active,0.4614,0.5776
VEH-00307,Rescue Van,Force Motors,Traveller,2021,FIRE DEPARTMENT,Electric,2200000,93093,3,In Service,In Service,0.5272,0.5883
VEH-00309,Patrol Car,Maruti Suzuki,Swift Dzire,2015,POLICE DEPARTMENT,Diesel,5635000,98592,9,In Service,In Service,0.5092,0.5739
VEH-00311,Rescue Van,Force Motors,Traveller,2019,FIRE DEPARTMENT,Diesel,4162000,72078,5,Active,In Service,0.4487,0.4959
VEH-00312,Water Tanker,Tata,TIPPER 1618,2022,WATER DEPARTMENT,Petrol,4095000,67763,2,In Service,Under Maintenance,0.4126,0.4958
VEH-00313,Water Tanker,Tata,TIPPER 1618,2018,WATER DEPARTMENT,Diesel,2569000,96992,6,Active,Active,0.4846,0.5222
VEH-00314,Tipper Truck,Tata,Prima 3130.K,2019,PUBLIC WORKS,Diesel,1391000,100246,5,Active,Active,0.5912,0.6962
VEH-00315,Street Sweeper,Tata,LPT 1613,2016,PUBLIC WORKS,Diesel,4277000,35979,8,In Service,Under Maintenance,0.2118,0.3019
VEH-00316,Motorcycle,Royal Enfield,Bullet 350,2015,POLICE DEPARTMENT,Petrol,3169000,47014,9,Under Maintenance,Under Maintenance,0.2841,0.3611
VEH-00317,Rescue Van,Force Motors,Traveller,2018,FIRE DEPARTMENT,Diesel,1794000,66347,6,Active,Active,0.324,0.4107
VEH-00318,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2012,WATER DEPARTMENT,CNG,1098000,106966,12,Active,Active,0.5811,0.6216
VEH-00319,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2017,WATER DEPARTMENT,Diesel,5719000,42454,7,Active,Active,0.3255,0.433
VEH-00321,Rescue Van,Force Motors,Traveller,2018,FIRE DEPARTMENT,Diesel,4693000,54566,6,In Service,In Service,0.3237,0.3689
VEH-00322,Prison Van,Tata,Winger,2013,POLICE DEPARTMENT,Diesel,1510000,80682,11,Under Maintenance,Under Maintenance,0.4551,0.4864
VEH-00323,Motorcycle,Royal Enfield,Bullet 350,2018,POLICE DEPARTMENT,Electric,4046000,46601,6,In Service,In Service,0.1967,0.2322
VEH-00325,Garbage Truck,Ashok Leyland,Captain 3520,2016,PUBLIC WORKS,Petrol,2996000,76952,8,In Service,In Service,0.4405,0.5352
VEH-00326,Prison Van,Tata,Winger,2015,POLICE DEPARTMENT,Petrol,2076000,59519,9,In Service,In Service,0.3159,0.3593
VEH-00327,Rescue Van,Force Motors,Traveller,2012,FIRE DEPARTMENT,Diesel,2544000,102488,12,In Service,In Service,0.5738,0.6583
VEH-00328,Patrol Car,Maruti Suzuki,Swift Dzire,2013,POLICE DEPARTMENT,Petrol,4046000,50068,11,Active,Active,0.3087,0.3822
VEH-00329,Fire Engine,Ashok Leyland,Dost Strong,2018,FIRE DEPARTMENT,CNG,2645000,76155,6,In Service,In Service,0.4635,0.5779
VEH-00332,Motorcycle,Royal Enfield,Bullet 350,2016,POLICE DEPARTMENT,CNG,3618000,104093,8,Active,Active,0.5736,0.6291
VEH-00333,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2019,WATER DEPARTMENT,Diesel,4062000,44816,5,Under Maintenance,Under Maintenance,0.2005,0.2721
VEH-00334,Inspection Van,Maruti Suzuki,Eeco,2019,WATER DEPARTMENT,Diesel,2788000,76960,5,Active,Active,0.4007,0.453
VEH-00335,Inspection Van,Maruti Suzuki,Eeco,2017,WATER DEPARTMENT,Diesel,2129000,82539,7,In Service,In Service,0.4247,0.5157
VEH-00336,Water Tanker,Tata,TIPPER 1618,2016,WATER DEPARTMENT,Petrol,2098000,27700,8,Active,In Service,0.1918,0.2753
VEH-00337,Garbage Truck,Ashok Leyland,Captain 3520,2013,PUBLIC WORKS,CNG,5960000,43530,11,Active,In Service,0.3002,0.3569
VEH-00338,Patrol Car,Maruti Suzuki,Swift Dzire,2020,POLICE DEPARTMENT,Petrol,4263000,51300,4,Active,In Service,0.2479,0.279
VEH-00339,Aerial Ladder Truck,Tata,LPT 2518,2012,FIRE DEPARTMENT,Diesel,1320000,72847,12,Under Maintenance,Under Maintenance,0.3918,0.5103
VEH-00340,Water Tanker,Tata,TIPPER 1618,2022,WATER DEPARTMENT,Diesel,4145000,33552,2,Active,Active,0.1969,0.2316
VEH-00341,Rescue Van,Force Motors,Traveller,2013,FIRE DEPARTMENT,CNG,1337000,58038,11,Active,Active,0.2944,0.3736
VEH-00342,Aerial Ladder Truck,Tata,LPT 2518,2012,FIRE DEPARTMENT,Diesel,2358000,67849,12,In Service,Under Maintenance,0.3896,0.4962
VEH-00343,Inspection Van,Maruti Suzuki,Eeco,2023,WATER DEPARTMENT,CNG,5197000,78140,1,Active,Active,0.3621,0.448
VEH-00344,Aerial Ladder Truck,Tata,LPT 2518,2015,FIRE DEPARTMENT,CNG,5555000,63395,9,In Service,In Service,0.3239,0.4067
VEH-00345,Fire Engine,Ashok Leyland,Dost Strong,2015,FIRE DEPARTMENT,Diesel,5272000,60715,9,Active,Active,0.3388,0.4331
VEH-00346,Motorcycle,Royal Enfield,Bullet 350,2016,POLICE DEPARTMENT,Diesel,3683000,47363,8,In Service,In Service,0.3305,0.3883
VEH-00347,Motorcycle,Royal Enfield,Bullet 350,2016,POLICE DEPARTMENT,Diesel,3156000,66030,8,In Service,Under Maintenance,0.3912,0.4563
VEH-00348,Water Tanker,Tata,TIPPER 1618,2019,WATER DEPARTMENT,Petrol,2078000,63523,5,Active,In Service,0.2985,0.3361
VEH-00349,Rescue Van,Force Motors,Traveller,2022,FIRE DEPARTMENT,CNG,4950000,29015,2,Active,Active,0.1332,0.1636
VEH-00350,SUV,Toyota,Innova Crysta,2022,POLICE DEPARTMENT,Petrol,4039000,34530,2,In Service,In Service,0.1191,0.1729
VEH-00351,Aerial Ladder Truck,Tata,LPT 2518,2014,FIRE DEPARTMENT,Diesel,3553000,84926,10,In Service,In Service,0.5129,0.6162
VEH-00352,Garbage Truck,Ashok Leyland,Captain 3520,2017,PUBLIC WORKS,Diesel,2147000,12314,7,Active,In Service,0.1467,0.2317
VEH-00353,Motorcycle,Royal Enfield,Bullet 350,2023,POLICE DEPARTMENT,CNG,2414000,22469,1,In Service,In Service,0.0853,0.1278
VEH-00354,Inspection Van,Maruti Suzuki,Eeco,2023,WATER DEPARTMENT,Diesel,2075000,93532,1,In Service,In Service,0.4821,0.5504
VEH-00355,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2014,WATER DEPARTMENT,Petrol,4117000,43446,10,Active,Active,0.2371,0.2688
VEH-00356,SUV,Toyota,Innova Crysta,2013,POLICE DEPARTMENT,Diesel,3980000,72106,11,Active,In Service,0.3573,0.4595
VEH-00357,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2019,WATER DEPARTMENT,Diesel,1691000,45313,5,In Service,In Service,0.1867,0.2582
VEH-00358,Aerial Ladder Truck,Tata,LPT 2518,2012,FIRE DEPARTMENT,Diesel,2526000,52263,12,Active,In Service,0.3033,0.3583
VEH-00359,Road Roller,CASE,SV210D,2020,PUBLIC WORKS,Diesel,888000,31383,4,Active,Active,0.1122,0.2113
VEH-00360,Fire Engine,Ashok Leyland,Dost Strong,2022,FIRE DEPARTMENT,Petrol,1724000,30888,2,Active,Active,0.2477,0.365
VEH-00361,Aerial Ladder Truck,Tata,LPT 2518,2018,FIRE DEPARTMENT,Diesel,3549000,104504,6,Under Maintenance,Under Maintenance,0.5763,0.6426
VEH-00362,Motorcycle,Royal Enfield,Bullet 350,2023,POLICE DEPARTMENT,Electric,2763000,19323,1,Active,Active,0.1047,0.2036
VEH-00363,Water Tender,Tata,ULTRA 812,2021,FIRE DEPARTMENT,Petrol,3854000,61723,3,Active,Active,0.3288,0.3877
VEH-00364,Aerial Ladder Truck,Tata,LPT 2518,2023,FIRE DEPARTMENT,Diesel,2990000,61560,1,Active,Active,0.3078,0.4061
VEH-00365,Dump Truck,BharatBenz,1617R,2022,PUBLIC WORKS,Diesel,1287000,81293,2,Active,Active,0.4088,0.5257
VEH-00366,Aerial Ladder Truck,Tata,LPT 2518,2015,FIRE DEPARTMENT,Petrol,4266000,40532,9,Active,Active,0.2468,0.3354
VEH-00367,Garbage Truck,Ashok Leyland,Captain 3520,2014,PUBLIC WORKS,Diesel,5713000,67405,10,Under Maintenance,Under Maintenance,0.4236,0.4751
VEH-00368,Road Roller,CASE,SV210D,2017,PUBLIC WORKS,Electric,2222000,81547,7,Active,Active,0.4132,0.5053
VEH-00369,Water Tanker,Tata,TIPPER 1618,2020,WATER DEPARTMENT,Petrol,1879000,78372,4,Active,In Service,0.4754,0.5814
VEH-00370,Inspection Van,Maruti Suzuki,Eeco,2020,WATER DEPARTMENT,Diesel,5158000,48617,4,Active,Active,0.3432,0.4095
VEH-00371,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2015,WATER DEPARTMENT,Petrol,2209000,79455,9,In Service,In Service,0.426,0.512
VEH-00372,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2021,WATER DEPARTMENT,Diesel,2765000,34885,3,Active,Active,0.2071,0.2598
VEH-00373,Inspection Van,Maruti Suzuki,Eeco,2016,WATER DEPARTMENT,Diesel,1955000,16543,8,Active,Active,0.1583,0.2292
VEH-00374,Motorcycle,Royal Enfield,Bullet 350,2022,POLICE DEPARTMENT,Electric,4069000,56460,2,Active,In Service,0.3771,0.4221
VEH-00375,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2020,WATER DEPARTMENT,Diesel,3140000,23261,4,Active,Active,0.1359,0.2411
VEH-00377,Street Sweeper,Tata,LPT 1613,2013,PUBLIC WORKS,Electric,2156000,51683,11,Active,Active,0.2693,0.3043
VEH-00378,Water Tanker,Tata,TIPPER 1618,2016,WATER DEPARTMENT,Diesel,5764000,112275,8,In Service,In Service,0.6117,0.6898
VEH-00379,Street Sweeper,Tata,LPT 1613,2012,PUBLIC WORKS,Diesel,1244000,103527,12,Under Maintenance,Under Maintenance,0.5599,0.6424
VEH-00381,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2016,WATER DEPARTMENT,Diesel,2598000,23930,8,In Service,In Service,0.1421,0.1904
VEH-00382,Motorcycle,Royal Enfield,Bullet 350,2023,POLICE DEPARTMENT,Diesel,5052000,31893,1,Active,In Service,0.1576,0.2576
VEH-00383,Patrol Car,Maruti Suzuki,Swift Dzire,2021,POLICE DEPARTMENT,CNG,5749000,56060,3,Active,Active,0.3212,0.4092
VEH-00384,Dump Truck,BharatBenz,1617R,2013,PUBLIC WORKS,CNG,840000,44185,11,Under Maintenance,Under Maintenance,0.1973,0.2941
VEH-00385,Motorcycle,Royal Enfield,Bullet 350,2023,POLICE DEPARTMENT,Petrol,5791000,26244,1,Under Maintenance,Under Maintenance,0.1678,0.2119
VEH-00386,Prison Van,Tata,Winger,2020,POLICE DEPARTMENT,Diesel,5802000,33702,4,Active,Active,0.1625,0.2327
VEH-00388,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2018,WATER DEPARTMENT,Diesel,5582000,47882,6,Active,Active,0.2966,0.3896
VEH-00389,Patrol Car,Maruti Suzuki,Swift Dzire,2019,POLICE DEPARTMENT,Diesel,4974000,52631,5,Active,In Service,0.2563,0.3398
VEH-00390,Patrol Car,Maruti Suzuki,Swift Dzire,2017,POLICE DEPARTMENT,Diesel,2361000,70958,7,In Service,Under Maintenance,0.4217,0.5388
VEH-00391,Dump Truck,BharatBenz,1617R,2022,PUBLIC WORKS,Diesel,4967000,71007,2,Active,Active,0.3699,0.4124
VEH-00392,Aerial Ladder Truck,Tata,LPT 2518,2018,FIRE DEPARTMENT,Electric,3343000,79640,6,Active,Active,0.4067,0.4794
VEH-00393,Rescue Van,Force Motors,Traveller,2022,FIRE DEPARTMENT,Petrol,3611000,35819,2,Active,Active,0.1627,0.2551
VEH-00394,Patrol Car,Maruti Suzuki,Swift Dzire,2012,POLICE DEPARTMENT,Petrol,919000,67551,12,Under Maintenance,Under Maintenance,0.3755,0.4387
VEH-00396,Tipper Truck,Tata,Prima 3130.K,2018,PUBLIC WORKS,Petrol,2209000,84013,6,In Service,In Service,0.452,0.5587
VEH-00397,Road Roller,CASE,SV210D,2012,PUBLIC WORKS,Diesel,2555000,83112,12,Active,Active,0.3878,0.4964
VEH-00398,Rescue Van,Force Motors,Traveller,2012,FIRE DEPARTMENT,Diesel,3272000,67987,12,Active,Active,0.2979,0.3827
VEH-00399,Motorcycle,Royal Enfield,Bullet 350,2022,POLICE DEPARTMENT,CNG,4377000,54391,2,In Service,In Service,0.3361,0.4086
VEH-00400,Prison Van,Tata,Winger,2017,POLICE DEPARTMENT,Diesel,1194000,73794,7,Active,Active,0.3981,0.4612
VEH-00401,Water Tanker,Tata,TIPPER 1618,2015,WATER DEPARTMENT,Electric,3944000,40912,9,In Service,In Service,0.2648,0.3056
VEH-00402,Road Roller,CASE,SV210D,2014,PUBLIC WORKS,Diesel,2362000,92903,10,In Service,In Service,0.4429,0.5582
VEH-00403,Aerial Ladder Truck,Tata,LPT 2518,2023,FIRE DEPARTMENT,Diesel,5101000,25364,1,Active,Active,0.1088,0.1626
VEH-00404,Dump Truck,BharatBenz,1617R,2016,PUBLIC WORKS,Diesel,5449000,29054,8,Active,Active,0.153,0.2552
VEH-00406,Road Roller,CASE,SV210D,2021,PUBLIC WORKS,Diesel,5349000,69136,3,Active,Active,0.4721,0.5365
VEH-00407,Fire Engine,Ashok Leyland,Dost Strong,2021,FIRE DEPARTMENT,Petrol,3614000,49041,3,Under Maintenance,Under Maintenance,0.2918,0.3732
VEH-00408,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2023,WATER DEPARTMENT,Diesel,1652000,36781,1,Active,In Service,0.1905,0.2488
VEH-00409,Dump Truck,BharatBenz,1617R,2023,PUBLIC WORKS,Petrol,849000,59363,1,In Service,Under Maintenance,0.3705,0.4179
VEH-00410,Inspection Van,Maruti Suzuki,Eeco,2022,WATER DEPARTMENT,Diesel,3944000,91553,2,In Service,In Service,0.5249,0.5614
VEH-00412,Dump Truck,BharatBenz,1617R,2014,PUBLIC WORKS,Diesel,4521000,127970,10,In Service,In Service,0.6851,0.7949
VEH-00413,Tipper Truck,Tata,Prima 3130.K,2016,PUBLIC WORKS,Diesel,3435000,82251,8,Active,Active,0.4687,0.5268
VEH-00414,Rescue Van,Force Motors,Traveller,2021,FIRE DEPARTMENT,Diesel,916000,53334,3,In Service,In Service,0.2985,0.3299
VEH-00415,Patrol Car,Maruti Suzuki,Swift Dzire,2016,POLICE DEPARTMENT,Petrol,3050000,40573,8,Active,Active,0.2674,0.3461
VEH-00416,Rescue Van,Force Motors,Traveller,2020,FIRE DEPARTMENT,Diesel,5174000,41604,4,Active,Active,0.2613,0.3202
VEH-00419,Prison Van,Tata,Winger,2021,POLICE DEPARTMENT,Diesel,2314000,111915,3,In Service,In Service,0.5761,0.6366
VEH-00420,Motorcycle,Royal Enfield,Bullet 350,2022,POLICE DEPARTMENT,Diesel,1347000,49342,2,Active,Active,0.228,0.3455
VEH-00421,Prison Van,Tata,Winger,2015,POLICE DEPARTMENT,Diesel,2795000,72453,9,In Service,In Service,0.38,0.4735
VEH-00422,Motorcycle,Royal Enfield,Bullet 350,2012,POLICE DEPARTMENT,Diesel,4849000,114883,12,In Service,In Service,0.6136,0.7192
VEH-00423,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2021,WATER DEPARTMENT,Diesel,1113000,63344,3,Active,Active,0.4093,0.4952
VEH-00424,Aerial Ladder Truck,Tata,LPT 2518,2016,FIRE DEPARTMENT,Petrol,5567000,38436,8,Under Maintenance,Under Maintenance,0.1868,0.2674
VEH-00425,Inspection Van,Maruti Suzuki,Eeco,2012,WATER DEPARTMENT,Petrol,3145000,75686,12,Under Maintenance,Under Maintenance,0.468,0.5366
VEH-00426,Water Tender,Tata,ULTRA 812,2017,FIRE DEPARTMENT,Diesel,4217000,15654,7,Active,In Service,0.1658,0.2033
VEH-00427,Aerial Ladder Truck,Tata,LPT 2518,2023,FIRE DEPARTMENT,Diesel,2741000,48833,1,Active,Active,0.257,0.3533
VEH-00428,Tipper Truck,Tata,Prima 3130.K,2021,PUBLIC WORKS,Diesel,2187000,68778,3,Active,Active,0.3006,0.3612
VEH-00430,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2018,WATER DEPARTMENT,Diesel,3252000,84327,6,Active,In Service,0.4468,0.4871
VEH-00431,Inspection Van,Maruti Suzuki,Eeco,2012,WATER DEPARTMENT,CNG,2978000,107474,12,Active,In Service,0.5764,0.6135
VEH-00432,Patrol Car,Maruti Suzuki,Swift Dzire,2021,POLICE DEPARTMENT,Diesel,3776000,58965,3,In Service,Under Maintenance,0.3238,0.3966
VEH-00433,Motorcycle,Royal Enfield,Bullet 350,2015,POLICE DEPARTMENT,Electric,2890000,20230,9,In Service,In Service,0.1787,0.284
